open;close;high;low;value;volume;begin;end
64.99;64.45;66.72;63.9;10707837068.6;163436260;2015-01-23 00:00:00;2015-01-23 23:59:59
63.79;60.49;63.88;60.17;9460544664.5;154035210;2015-01-26 00:00:00;2015-01-26 23:59:59
58.2;61.2;61.44;57.2;11362083974.5;188572120;2015-01-27 00:00:00;2015-01-27 23:59:59
61.81;60.63;62.58;60.31;8563690146.3;139314670;2015-01-28 00:00:00;2015-01-28 23:59:59
60.4;60.5;62.0;59.6;9118121323.2;150527510;2015-01-29 00:00:00;2015-01-29 23:59:59
61.25;61.5;61.5;59.67;11811926822.0;194980610;2015-01-30 00:00:00;2015-01-30 23:59:59
62.0;61.4;62.57;60.03;11971398640.4;195554010;2015-02-02 00:00:00;2015-02-02 23:59:59
62.0;62.0;62.85;60.83;8724095416.0;140880980;2015-02-03 00:00:00;2015-02-03 23:59:59
62.5;61.04;62.69;60.87;5140938108.9;83495280;2015-02-04 00:00:00;2015-02-04 23:59:59
60.6;62.41;62.48;59.9;10646794084.8;173331680;2015-02-05 00:00:00;2015-02-05 23:59:59
62.8;64.31;64.88;62.45;11493624557.0;180698040;2015-02-06 00:00:00;2015-02-06 23:59:59
64.31;65.57;67.4;63.85;14757463788.4;224135470;2015-02-09 00:00:00;2015-02-09 23:59:59
65.48;65.0;66.43;64.47;7942469037.7;121431950;2015-02-10 00:00:00;2015-02-10 23:59:59
66.11;65.12;66.46;65.08;9373707905.4;142445360;2015-02-11 00:00:00;2015-02-11 23:59:59
66.08;67.21;69.47;64.55;27193992307.7;403090230;2015-02-12 00:00:00;2015-02-12 23:59:59
68.0;70.6;70.75;68.0;26141723325.5;375773430;2015-02-13 00:00:00;2015-02-13 23:59:59
70.77;70.0;71.9;69.67;9230110058.8;131054210;2015-02-16 00:00:00;2015-02-16 23:59:59
70.25;72.45;73.96;69.72;17549708874.3;243539660;2015-02-17 00:00:00;2015-02-17 23:59:59
73.38;76.4;76.84;72.83;17870680569.6;237863380;2015-02-18 00:00:00;2015-02-18 23:59:59
76.0;73.78;76.56;72.8;17678036332.8;238749450;2015-02-19 00:00:00;2015-02-19 23:59:59
74.44;74.75;75.45;73.52;13211569519.1;177829380;2015-02-20 00:00:00;2015-02-20 23:59:59
72.0;73.7;73.87;71.76;8559427368.2;117265120;2015-02-24 00:00:00;2015-02-24 23:59:59
73.8;74.2;74.6;72.9;9037614092.8;122714250;2015-02-25 00:00:00;2015-02-25 23:59:59
75.0;75.95;76.6;74.6;10888676558.6;143958950;2015-02-26 00:00:00;2015-02-26 23:59:59
75.8;75.91;76.75;75.26;9879008752.9;129979040;2015-02-27 00:00:00;2015-02-27 23:59:59
76.38;76.2;77.45;76.1;8504254242.3;110696420;2015-03-02 00:00:00;2015-03-02 23:59:59
76.03;75.55;76.98;74.84;9856981237.2;129705180;2015-03-03 00:00:00;2015-03-03 23:59:59
75.35;72.31;75.72;72.31;8753923797.8;117798050;2015-03-04 00:00:00;2015-03-04 23:59:59
72.9;72.7;74.16;71.86;12837220780.4;175857900;2015-03-05 00:00:00;2015-03-05 23:59:59
73.08;73.25;74.11;72.58;7709717540.5;105050160;2015-03-06 00:00:00;2015-03-06 23:59:59
72.5;69.8;72.71;69.09;10576419799.7;149557550;2015-03-10 00:00:00;2015-03-10 23:59:59
69.8;70.68;71.31;68.78;10529138063.7;149717760;2015-03-11 00:00:00;2015-03-11 23:59:59
71.12;70.79;71.59;70.02;5865438400.6;82959400;2015-03-12 00:00:00;2015-03-12 23:59:59
71.0;67.87;71.3;67.81;10497011469.8;151669320;2015-03-13 00:00:00;2015-03-13 23:59:59
67.5;65.57;67.8;65.23;10394053064.5;156289080;2015-03-16 00:00:00;2015-03-16 23:59:59
66.05;64.65;66.45;63.86;11909026946.1;183457200;2015-03-17 00:00:00;2015-03-17 23:59:59
64.9;65.26;66.05;64.73;7071390466.0;108223320;2015-03-18 00:00:00;2015-03-18 23:59:59
66.5;64.9;66.88;64.45;8180816209.3;124342050;2015-03-19 00:00:00;2015-03-19 23:59:59
64.95;67.0;67.22;64.4;9769549263.8;147872150;2015-03-20 00:00:00;2015-03-20 23:59:59
67.6;65.0;67.6;64.83;8686117775.5;131474510;2015-03-23 00:00:00;2015-03-23 23:59:59
65.0;65.6;66.36;63.74;7961369580.2;121944620;2015-03-24 00:00:00;2015-03-24 23:59:59
65.85;64.8;66.15;64.31;6367760928.0;97814600;2015-03-25 00:00:00;2015-03-25 23:59:59
65.43;62.85;65.8;62.62;9492165288.1;148212490;2015-03-26 00:00:00;2015-03-26 23:59:59
63.2;61.0;63.55;60.57;9769443845.8;157726010;2015-03-27 00:00:00;2015-03-27 23:59:59
60.81;63.01;63.17;60.67;7561345446.3;121585170;2015-03-30 00:00:00;2015-03-30 23:59:59
63.0;62.88;63.4;61.92;7109578273.7;113703370;2015-03-31 00:00:00;2015-03-31 23:59:59
62.34;64.5;64.69;62.18;10287783241.6;161132260;2015-04-01 00:00:00;2015-04-01 23:59:59
64.6;65.92;66.17;64.03;9015854137.5;138482010;2015-04-02 00:00:00;2015-04-02 23:59:59
65.92;65.5;66.4;65.16;5628272228.4;85588420;2015-04-03 00:00:00;2015-04-03 23:59:59
65.65;68.99;68.99;65.57;9189715221.3;137120690;2015-04-06 00:00:00;2015-04-06 23:59:59
68.85;69.6;70.27;68.15;15558188707.2;224738420;2015-04-07 00:00:00;2015-04-07 23:59:59
69.42;69.4;69.93;68.61;8607751973.0;124300110;2015-04-08 00:00:00;2015-04-08 23:59:59
69.03;72.0;72.0;68.96;13305492636.9;187982850;2015-04-09 00:00:00;2015-04-09 23:59:59
72.15;71.5;72.45;70.23;10257743884.2;143967740;2015-04-10 00:00:00;2015-04-10 23:59:59
71.89;74.1;74.55;71.43;12118520801.3;165129570;2015-04-13 00:00:00;2015-04-13 23:59:59
74.1;74.05;74.82;72.89;10002445261.0;135451730;2015-04-14 00:00:00;2015-04-14 23:59:59
74.15;76.49;76.49;73.91;11553766254.9;153846180;2015-04-15 00:00:00;2015-04-15 23:59:59
76.97;76.5;77.51;74.85;13500567052.1;176773010;2015-04-16 00:00:00;2015-04-16 23:59:59
76.64;72.5;76.96;72.5;11754378578.0;157337590;2015-04-17 00:00:00;2015-04-17 23:59:59
72.5;73.5;74.07;71.22;11465881118.1;157896000;2015-04-20 00:00:00;2015-04-20 23:59:59
73.66;75.24;75.67;73.26;11716879112.3;157633660;2015-04-21 00:00:00;2015-04-21 23:59:59
75.2;73.9;75.33;72.63;10658569420.3;143896300;2015-04-22 00:00:00;2015-04-22 23:59:59
74.0;75.8;76.57;72.11;14341518309.3;192895230;2015-04-23 00:00:00;2015-04-23 23:59:59
75.7;75.75;77.7;74.89;11841055983.5;155138110;2015-04-24 00:00:00;2015-04-24 23:59:59
76.12;75.2;76.86;74.58;9552112172.9;126319130;2015-04-27 00:00:00;2015-04-27 23:59:59
74.8;75.7;75.75;73.9;7420290830.3;99218180;2015-04-28 00:00:00;2015-04-28 23:59:59
75.6;75.2;76.27;74.68;6589908899.1;87147120;2015-04-29 00:00:00;2015-04-29 23:59:59
75.11;76.9;76.96;74.97;8001641723.0;105036540;2015-04-30 00:00:00;2015-04-30 23:59:59
77.2;80.21;80.6;76.8;10786919266.1;136570620;2015-05-05 00:00:00;2015-05-05 23:59:59
80.36;79.2;80.98;78.64;8790897464.3;110343180;2015-05-06 00:00:00;2015-05-06 23:59:59
78.85;76.5;78.89;75.97;8631254510.1;111790370;2015-05-07 00:00:00;2015-05-07 23:59:59
76.3;75.5;76.67;75.07;8296346648.5;109570490;2015-05-08 00:00:00;2015-05-08 23:59:59
75.5;75.19;76.7;74.33;7522013545.9;99583780;2015-05-12 00:00:00;2015-05-12 23:59:59
75.42;75.24;76.07;74.7;8181617263.1;108370700;2015-05-13 00:00:00;2015-05-13 23:59:59
75.04;74.31;75.35;73.6;6695102749.4;89950110;2015-05-14 00:00:00;2015-05-14 23:59:59
74.51;75.05;75.18;73.74;4950211145.0;66428900;2015-05-15 00:00:00;2015-05-15 23:59:59
75.49;75.36;76.05;75.09;6901311199.4;91255640;2015-05-18 00:00:00;2015-05-18 23:59:59
75.35;73.35;75.35;73.03;7035385025.8;95117880;2015-05-19 00:00:00;2015-05-19 23:59:59
73.24;71.6;73.58;71.41;8031173145.8;111312700;2015-05-20 00:00:00;2015-05-20 23:59:59
71.77;73.25;73.59;71.15;7130404576.0;98610820;2015-05-21 00:00:00;2015-05-21 23:59:59
73.31;74.35;74.67;73.06;9612288950.2;130057270;2015-05-22 00:00:00;2015-05-22 23:59:59
74.4;74.46;74.74;72.91;4502020411.3;60933420;2015-05-25 00:00:00;2015-05-25 23:59:59
74.65;74.67;75.16;73.9;6011972846.2;80631210;2015-05-26 00:00:00;2015-05-26 23:59:59
74.5;74.23;74.5;72.41;8089769979.0;110149140;2015-05-27 00:00:00;2015-05-27 23:59:59
74.0;73.6;74.97;73.32;6185895043.3;83529650;2015-05-28 00:00:00;2015-05-28 23:59:59
73.7;73.5;76.13;73.5;10250593497.7;136698370;2015-05-29 00:00:00;2015-05-29 23:59:59
73.7;72.65;74.49;72.65;8321019554.8;113205280;2015-06-01 00:00:00;2015-06-01 23:59:59
72.88;73.92;74.25;72.25;5525454638.9;75392090;2015-06-02 00:00:00;2015-06-02 23:59:59
74.19;71.72;74.35;71.6;7798511159.9;107211510;2015-06-03 00:00:00;2015-06-03 23:59:59
71.69;71.25;72.2;70.55;7845641687.8;109970350;2015-06-04 00:00:00;2015-06-04 23:59:59
71.2;70.61;71.75;70.2;5480891746.2;77281110;2015-06-05 00:00:00;2015-06-05 23:59:59
70.8;69.17;71.05;69.15;7182758943.4;102748480;2015-06-08 00:00:00;2015-06-08 23:59:59
69.26;70.21;70.35;68.41;6851335973.1;98748730;2015-06-09 00:00:00;2015-06-09 23:59:59
70.51;71.51;72.07;70.3;6529685990.9;91552570;2015-06-10 00:00:00;2015-06-10 23:59:59
71.14;72.55;72.55;70.23;8834867546.4;123890170;2015-06-11 00:00:00;2015-06-11 23:59:59
72.03;71.8;72.27;70.6;7274644531.5;102080440;2015-06-15 00:00:00;2015-06-15 23:59:59
71.56;73.5;73.8;70.96;7779486263.0;107571400;2015-06-16 00:00:00;2015-06-16 23:59:59
73.48;72.81;74.41;72.78;6403529451.6;86995650;2015-06-17 00:00:00;2015-06-17 23:59:59
73.2;72.98;74.37;72.6;6720787262.8;91400010;2015-06-18 00:00:00;2015-06-18 23:59:59
73.19;71.56;73.38;71.56;6700730988.3;92741580;2015-06-19 00:00:00;2015-06-19 23:59:59
72.05;72.0;72.46;71.5;5356120485.2;74326940;2015-06-22 00:00:00;2015-06-22 23:59:59
72.3;72.01;72.37;71.5;3809342329.8;52938560;2015-06-23 00:00:00;2015-06-23 23:59:59
72.1;71.98;72.5;71.35;4060868802.4;56452820;2015-06-24 00:00:00;2015-06-24 23:59:59
71.95;71.42;72.24;71.42;3265686873.0;45477110;2015-06-25 00:00:00;2015-06-25 23:59:59
71.39;70.6;71.47;70.4;6953857936.2;98330570;2015-06-26 00:00:00;2015-06-26 23:59:59
69.18;70.2;70.97;69.03;5428842766.9;77616070;2015-06-29 00:00:00;2015-06-29 23:59:59
70.2;72.35;72.5;70.05;7106462410.9;99473820;2015-06-30 00:00:00;2015-06-30 23:59:59
72.3;71.0;72.97;70.71;7270461370.3;101154440;2015-07-01 00:00:00;2015-07-01 23:59:59
71.0;70.54;71.3;70.17;5916314910.6;83756690;2015-07-02 00:00:00;2015-07-02 23:59:59
70.6;70.67;71.15;69.9;4139718738.8;58707530;2015-07-03 00:00:00;2015-07-03 23:59:59
69.93;68.45;70.59;68.08;8574431815.2;123570110;2015-07-06 00:00:00;2015-07-06 23:59:59
68.47;68.77;69.68;68.12;7142821094.7;103684770;2015-07-07 00:00:00;2015-07-07 23:59:59
68.51;67.73;68.94;66.5;10794926015.2;160173700;2015-07-08 00:00:00;2015-07-08 23:59:59
68.17;69.35;69.38;67.7;5809055665.2;84780130;2015-07-09 00:00:00;2015-07-09 23:59:59
69.6;71.06;71.2;69.57;7681072909.1;108780680;2015-07-10 00:00:00;2015-07-10 23:59:59
70.75;72.94;72.94;70.75;16717328134.5;231581340;2015-07-13 00:00:00;2015-07-13 23:59:59
72.8;73.9;73.9;72.31;8068480978.9;110524300;2015-07-14 00:00:00;2015-07-14 23:59:59
73.78;74.0;74.0;72.96;5827909514.9;79249180;2015-07-15 00:00:00;2015-07-15 23:59:59
74.0;74.21;74.39;73.53;4202661103.4;56795770;2015-07-16 00:00:00;2015-07-16 23:59:59
74.19;75.52;75.73;73.57;6643082557.1;88937350;2015-07-17 00:00:00;2015-07-17 23:59:59
75.4;74.1;75.7;73.87;6673781777.6;89338110;2015-07-20 00:00:00;2015-07-20 23:59:59
73.97;75.55;75.86;73.41;8145142561.9;108985690;2015-07-21 00:00:00;2015-07-21 23:59:59
75.22;74.6;75.97;74.5;7479462570.2;99433200;2015-07-22 00:00:00;2015-07-22 23:59:59
74.61;72.7;74.69;72.51;6743238166.9;91626820;2015-07-23 00:00:00;2015-07-23 23:59:59
72.51;70.45;72.57;70.25;9578703187.3;133887760;2015-07-24 00:00:00;2015-07-24 23:59:59
70.4;68.48;70.45;67.35;14414520570.4;209986640;2015-07-27 00:00:00;2015-07-27 23:59:59
68.21;69.55;70.73;67.4;12573228284.5;181247650;2015-07-28 00:00:00;2015-07-28 23:59:59
69.89;71.2;71.49;69.66;8739702987.3;123880080;2015-07-29 00:00:00;2015-07-29 23:59:59
71.37;72.2;72.79;70.91;7716334933.9;107101630;2015-07-30 00:00:00;2015-07-30 23:59:59
71.96;72.3;72.55;70.21;10953582462.7;153437500;2015-07-31 00:00:00;2015-07-31 23:59:59
71.5;71.1;71.75;70.43;8354612356.3;117599820;2015-08-03 00:00:00;2015-08-03 23:59:59
70.8;72.3;72.43;70.51;7139565312.9;99409330;2015-08-04 00:00:00;2015-08-04 23:59:59
72.62;73.49;74.14;72.33;8289256662.7;113008940;2015-08-05 00:00:00;2015-08-05 23:59:59
73.21;72.25;73.9;72.11;7468297854.7;102421110;2015-08-06 00:00:00;2015-08-06 23:59:59
72.7;74.2;74.4;72.57;7754793149.1;105214340;2015-08-07 00:00:00;2015-08-07 23:59:59
74.2;75.16;75.17;73.5;6277893764.2;84327190;2015-08-10 00:00:00;2015-08-10 23:59:59
75.16;73.2;75.67;73.2;8453230352.5;113655080;2015-08-11 00:00:00;2015-08-11 23:59:59
72.99;73.4;74.2;72.52;7258774851.6;98910440;2015-08-12 00:00:00;2015-08-12 23:59:59
73.8;73.7;74.44;73.12;5705645038.8;77333790;2015-08-13 00:00:00;2015-08-13 23:59:59
73.65;74.43;74.86;73.27;5435991639.0;73226070;2015-08-14 00:00:00;2015-08-14 23:59:59
74.0;73.0;74.19;72.81;6916351474.4;94182540;2015-08-17 00:00:00;2015-08-17 23:59:59
72.71;72.45;73.42;72.04;6369365788.6;87653250;2015-08-18 00:00:00;2015-08-18 23:59:59
72.3;71.5;73.26;71.27;7621445917.1;105333980;2015-08-19 00:00:00;2015-08-19 23:59:59
71.1;72.05;72.57;70.88;7775867613.2;108445080;2015-08-20 00:00:00;2015-08-20 23:59:59
71.03;69.86;71.57;69.86;8377667600.3;118509720;2015-08-21 00:00:00;2015-08-21 23:59:59
68.02;68.53;69.23;66.75;15802396894.2;232160070;2015-08-24 00:00:00;2015-08-24 23:59:59
68.6;70.79;71.0;68.6;10247936040.8;145878970;2015-08-25 00:00:00;2015-08-25 23:59:59
70.6;71.0;71.28;69.51;9137115968.3;129671460;2015-08-26 00:00:00;2015-08-26 23:59:59
71.91;73.8;73.9;71.8;11187782034.2;153628490;2015-08-27 00:00:00;2015-08-27 23:59:59
74.46;74.82;75.06;72.9;12940780096.2;174611890;2015-08-28 00:00:00;2015-08-28 23:59:59
74.31;74.5;74.53;73.08;11294385690.8;152930380;2015-08-31 00:00:00;2015-08-31 23:59:59
74.4;73.14;74.92;72.72;9761688496.5;132717170;2015-09-01 00:00:00;2015-09-01 23:59:59
72.97;72.9;74.18;72.22;10196595215.5;139406370;2015-09-02 00:00:00;2015-09-02 23:59:59
73.5;74.15;74.5;73.22;7897536878.0;106955860;2015-09-03 00:00:00;2015-09-03 23:59:59
73.73;73.96;74.28;73.5;5959902435.8;80709310;2015-09-04 00:00:00;2015-09-04 23:59:59
73.67;73.81;73.9;73.36;3673598118.0;49845340;2015-09-07 00:00:00;2015-09-07 23:59:59
74.1;74.9;75.4;74.04;7375920732.2;98662390;2015-09-08 00:00:00;2015-09-08 23:59:59
75.6;74.65;75.75;74.46;6455384487.4;85993260;2015-09-09 00:00:00;2015-09-09 23:59:59
74.02;74.3;74.82;73.61;6923861053.5;93353580;2015-09-10 00:00:00;2015-09-10 23:59:59
74.28;74.1;74.42;73.69;4219275687.4;57012070;2015-09-11 00:00:00;2015-09-11 23:59:59
73.89;74.88;75.23;73.87;5713597886.6;76431280;2015-09-14 00:00:00;2015-09-14 23:59:59
74.9;74.85;74.97;74.28;4760349633.7;63782210;2015-09-15 00:00:00;2015-09-15 23:59:59
75.12;77.71;77.71;75.09;9540095245.1;124565490;2015-09-16 00:00:00;2015-09-16 23:59:59
77.56;76.49;77.98;76.25;7203069766.9;93647050;2015-09-17 00:00:00;2015-09-17 23:59:59
76.75;75.5;77.19;75.31;7881746671.5;103518130;2015-09-18 00:00:00;2015-09-18 23:59:59
75.6;75.94;76.98;75.47;5987130302.1;78643830;2015-09-21 00:00:00;2015-09-21 23:59:59
76.1;74.39;76.13;73.91;7638511118.2;102296950;2015-09-22 00:00:00;2015-09-22 23:59:59
74.4;73.74;74.97;73.45;6930161849.6;93374560;2015-09-23 00:00:00;2015-09-23 23:59:59
73.94;73.33;74.3;72.67;7474064381.4;101789760;2015-09-24 00:00:00;2015-09-24 23:59:59
73.78;74.97;74.97;73.67;6397364154.7;86018340;2015-09-25 00:00:00;2015-09-25 23:59:59
74.99;74.57;75.67;74.25;5180139666.1;69169380;2015-09-28 00:00:00;2015-09-28 23:59:59
74.17;75.5;75.6;73.58;6249207739.1;83624660;2015-09-29 00:00:00;2015-09-29 23:59:59
75.68;75.3;76.76;75.2;6568630889.0;86525120;2015-09-30 00:00:00;2015-09-30 23:59:59
76.0;74.51;76.49;74.12;8233421316.3;109384990;2015-10-01 00:00:00;2015-10-01 23:59:59
74.6;73.8;75.0;72.95;7273240358.1;98443470;2015-10-02 00:00:00;2015-10-02 23:59:59
74.55;76.2;76.3;74.29;7569718723.4;100484850;2015-10-05 00:00:00;2015-10-05 23:59:59
76.28;77.31;77.34;75.7;7818274197.7;102125210;2015-10-06 00:00:00;2015-10-06 23:59:59
78.31;79.65;79.7;76.69;14189390496.0;181436920;2015-10-07 00:00:00;2015-10-07 23:59:59
79.15;83.11;83.29;78.37;18910818496.0;234046020;2015-10-08 00:00:00;2015-10-08 23:59:59
83.88;85.77;86.2;83.26;17405911488.5;205573820;2015-10-09 00:00:00;2015-10-09 23:59:59
85.8;85.45;86.6;83.86;12417854664.3;146007620;2015-10-12 00:00:00;2015-10-12 23:59:59
84.86;85.0;85.65;84.26;8465295962.3;99736900;2015-10-13 00:00:00;2015-10-13 23:59:59
84.48;86.81;87.1;84.02;9788569278.1;114246530;2015-10-14 00:00:00;2015-10-14 23:59:59
86.99;87.7;89.12;86.93;12293996742.4;139294580;2015-10-15 00:00:00;2015-10-15 23:59:59
88.57;88.52;90.07;88.3;12775243110.9;143386100;2015-10-16 00:00:00;2015-10-16 23:59:59
88.5;87.07;88.86;85.92;10285534549.7;118152120;2015-10-19 00:00:00;2015-10-19 23:59:59
86.96;88.14;89.34;86.14;9606479105.3;109382370;2015-10-20 00:00:00;2015-10-20 23:59:59
87.99;86.95;88.35;86.0;8597024871.0;99081310;2015-10-21 00:00:00;2015-10-21 23:59:59
86.63;86.53;87.6;86.03;7864275604.3;90618250;2015-10-22 00:00:00;2015-10-22 23:59:59
87.22;90.45;90.45;86.97;12248050433.6;137358890;2015-10-23 00:00:00;2015-10-23 23:59:59
90.89;92.3;92.7;89.72;14156296955.1;154684320;2015-10-26 00:00:00;2015-10-26 23:59:59
91.9;89.0;91.92;88.73;12404568510.7;137755700;2015-10-27 00:00:00;2015-10-27 23:59:59
89.0;90.05;90.49;87.33;11391289093.9;128577920;2015-10-28 00:00:00;2015-10-28 23:59:59
89.73;88.6;91.0;88.31;10264611464.2;114433270;2015-10-29 00:00:00;2015-10-29 23:59:59
88.75;90.53;90.8;88.12;7671652354.9;85414040;2015-10-30 00:00:00;2015-10-30 23:59:59
90.25;93.65;93.8;89.66;11533162305.0;125019670;2015-11-02 00:00:00;2015-11-02 23:59:59
93.89;95.4;95.59;93.32;11599161951.2;122438730;2015-11-03 00:00:00;2015-11-03 23:59:59
96.0;95.5;96.6;94.6;12206480529.7;127769250;2015-11-05 00:00:00;2015-11-05 23:59:59
95.5;94.09;95.91;93.57;10073225196.8;106579170;2015-11-06 00:00:00;2015-11-06 23:59:59
94.5;92.95;94.79;92.7;7402085478.9;79039400;2015-11-09 00:00:00;2015-11-09 23:59:59
92.78;94.35;94.42;92.02;6655777226.0;71523380;2015-11-10 00:00:00;2015-11-10 23:59:59
94.2;94.0;94.86;92.65;7269524919.6;77489920;2015-11-11 00:00:00;2015-11-11 23:59:59
93.4;94.29;94.77;92.69;7419518325.5;79197840;2015-11-12 00:00:00;2015-11-12 23:59:59
93.4;93.4;94.39;92.96;7405583101.2;79071320;2015-11-13 00:00:00;2015-11-13 23:59:59
93.01;95.8;96.14;93.01;8334568871.8;88111460;2015-11-16 00:00:00;2015-11-16 23:59:59
96.52;102.5;102.67;96.52;18037339094.4;181101510;2015-11-17 00:00:00;2015-11-17 23:59:59
102.78;104.0;104.59;101.74;14142767356.0;136661570;2015-11-18 00:00:00;2015-11-18 23:59:59
104.7;104.86;108.55;102.54;20252810885.6;191081370;2015-11-19 00:00:00;2015-11-19 23:59:59
104.35;107.3;107.3;103.19;11970586652.5;113710820;2015-11-20 00:00:00;2015-11-20 23:59:59
106.88;109.98;110.32;105.22;18771890126.7;173233750;2015-11-23 00:00:00;2015-11-23 23:59:59
109.81;105.6;110.7;105.15;16553006789.6;154170880;2015-11-24 00:00:00;2015-11-24 23:59:59
106.3;108.51;108.94;105.44;12803338864.7;119491800;2015-11-25 00:00:00;2015-11-25 23:59:59
108.77;106.48;109.3;105.6;8668625700.7;80653490;2015-11-26 00:00:00;2015-11-26 23:59:59
105.74;104.55;106.06;103.7;9777583229.9;93334840;2015-11-27 00:00:00;2015-11-27 23:59:59
103.9;102.9;105.9;102.75;9118566860.4;87247790;2015-11-30 00:00:00;2015-11-30 23:59:59
103.5;101.3;103.9;100.6;10092767266.0;98894750;2015-12-01 00:00:00;2015-12-01 23:59:59
101.48;102.5;103.49;101.15;9173964817.2;89735480;2015-12-02 00:00:00;2015-12-02 23:59:59
101.9;104.0;105.02;101.5;9954576276.4;96438740;2015-12-03 00:00:00;2015-12-03 23:59:59
103.7;103.05;105.67;102.25;11195660819.9;107660660;2015-12-04 00:00:00;2015-12-04 23:59:59
103.45;103.0;104.9;102.78;9468669139.4;91341440;2015-12-07 00:00:00;2015-12-07 23:59:59
102.8;97.0;103.08;96.95;15881189863.0;159235470;2015-12-08 00:00:00;2015-12-08 23:59:59
97.47;100.66;101.05;97.24;11798511398.8;119148390;2015-12-09 00:00:00;2015-12-09 23:59:59
100.3;100.13;101.75;99.67;8959436284.2;88967510;2015-12-10 00:00:00;2015-12-10 23:59:59
99.89;98.15;100.59;97.76;9032283624.3;90949100;2015-12-11 00:00:00;2015-12-11 23:59:59
97.58;97.7;98.37;96.23;9921378442.1;101851290;2015-12-14 00:00:00;2015-12-14 23:59:59
98.5;100.0;100.79;98.24;8741234831.7;87563530;2015-12-15 00:00:00;2015-12-15 23:59:59
100.25;102.45;102.5;100.07;7173782061.5;70548170;2015-12-16 00:00:00;2015-12-16 23:59:59
102.95;103.75;105.18;102.55;12511558166.4;120210540;2015-12-17 00:00:00;2015-12-17 23:59:59
103.05;98.81;103.18;98.8;10934242379.6;108929250;2015-12-18 00:00:00;2015-12-18 23:59:59
98.9;98.73;100.8;97.65;8076479541.6;81398290;2015-12-21 00:00:00;2015-12-21 23:59:59
99.5;99.8;100.4;99.1;4870644757.0;48799790;2015-12-22 00:00:00;2015-12-22 23:59:59
100.15;102.96;102.96;100.13;7362336613.5;72286800;2015-12-23 00:00:00;2015-12-23 23:59:59
103.75;101.35;103.89;100.4;7360203488.0;72255900;2015-12-24 00:00:00;2015-12-24 23:59:59
101.83;101.34;102.32;100.78;2659577449.7;26197790;2015-12-25 00:00:00;2015-12-25 23:59:59
101.2;100.2;101.54;99.46;3696017086.7;36924620;2015-12-28 00:00:00;2015-12-28 23:59:59
100.49;101.82;102.5;99.74;7344425012.6;72703690;2015-12-29 00:00:00;2015-12-29 23:59:59
101.67;101.26;101.85;100.47;3932572461.9;38868080;2015-12-30 00:00:00;2015-12-30 23:59:59
173.4;180.12;181.68;173.0;9609078356.4;53890400;2017-01-03 00:00:00;2017-01-03 23:59:59
178.9;175.95;179.41;174.23;7305516105.8;41400710;2017-01-04 00:00:00;2017-01-04 23:59:59
176.31;171.9;177.28;171.54;6109242773.7;35093040;2017-01-05 00:00:00;2017-01-05 23:59:59
172.4;170.69;173.75;169.5;6065097940.3;35415590;2017-01-06 00:00:00;2017-01-06 23:59:59
171.37;168.35;172.39;168.05;5977865131.5;35187380;2017-01-09 00:00:00;2017-01-09 23:59:59
168.35;171.6;172.3;167.54;10071297927.3;58874120;2017-01-10 00:00:00;2017-01-10 23:59:59
171.5;169.05;173.05;168.54;9012624271.8;52772790;2017-01-11 00:00:00;2017-01-11 23:59:59
170.0;168.27;170.65;168.02;8442987495.6;49854940;2017-01-12 00:00:00;2017-01-12 23:59:59
168.79;164.9;172.39;163.88;14304593966.6;85990570;2017-01-13 00:00:00;2017-01-13 23:59:59
165.22;164.66;166.8;164.06;6218640885.2;37577470;2017-01-16 00:00:00;2017-01-16 23:59:59
164.67;165.98;166.47;163.34;7583759716.1;45968310;2017-01-17 00:00:00;2017-01-17 23:59:59
165.9;165.24;167.8;164.31;7051446491.7;42479900;2017-01-18 00:00:00;2017-01-18 23:59:59
165.46;166.3;166.99;164.69;6375017242.4;38478840;2017-01-19 00:00:00;2017-01-19 23:59:59
166.55;167.49;168.19;165.42;5439248605.5;32581460;2017-01-20 00:00:00;2017-01-20 23:59:59
167.33;166.75;167.33;164.53;6047501657.5;36457470;2017-01-23 00:00:00;2017-01-23 23:59:59
167.37;170.25;170.7;167.24;7685357888.0;45397860;2017-01-24 00:00:00;2017-01-24 23:59:59
170.5;170.26;171.3;169.5;7244601704.1;42543080;2017-01-25 00:00:00;2017-01-25 23:59:59
170.85;173.79;174.39;169.06;9680053074.7;56105000;2017-01-26 00:00:00;2017-01-26 23:59:59
173.89;178.92;178.92;173.0;12474937132.1;71123150;2017-01-27 00:00:00;2017-01-27 23:59:59
177.5;174.6;178.0;174.24;8087212526.2;45935720;2017-01-30 00:00:00;2017-01-30 23:59:59
174.37;172.2;175.27;172.07;8049700034.0;46486680;2017-01-31 00:00:00;2017-01-31 23:59:59
172.59;173.9;174.27;171.75;7317581391.2;42252780;2017-02-01 00:00:00;2017-02-01 23:59:59
173.94;172.83;174.69;171.95;5380063370.9;31064430;2017-02-02 00:00:00;2017-02-02 23:59:59
173.03;173.8;174.19;172.27;6026290634.9;34744860;2017-02-03 00:00:00;2017-02-03 23:59:59
174.71;172.87;174.98;172.22;5881045286.4;33943730;2017-02-06 00:00:00;2017-02-06 23:59:59
173.0;173.47;174.18;171.51;5795780887.6;33506000;2017-02-07 00:00:00;2017-02-07 23:59:59
