window_start;window_end;signal_day;current_symbol;predicted_symbol;signal;chosen_rule;rule_support;rule_confidence;rule_lift;open;close;ret_oc;strategy_ret;equity_curve
2014-03-03;2015-03-04;2015-03-05;e;e;HOLD;e->e;0.20318725099601595;0.9107142857142857;4.081951530612246;72.9;72.7;-0.0027434842249657453;0.0;1.0281597904387687
2014-03-04;2015-03-05;2015-03-06;e;e;HOLD;e->e;0.1952191235059761;0.9074074074074074;4.217764060356653;73.08;73.25;0.0023262178434592462;0.0;1.0281597904387687
2014-03-05;2015-03-06;2015-03-10;e;e;HOLD;e->e;0.199203187250996;0.9259259259259259;4.225589225589226;72.5;69.8;-0.037241379310344866;0.0;1.0281597904387687
2014-03-06;2015-03-10;2015-03-11;e;e;HOLD;e->e;0.19123505976095617;0.9230769230769231;4.37155297532656;69.8;70.68;0.012607449856733663;0.0;1.0281597904387687
2014-03-07;2015-03-11;2015-03-12;e;e;HOLD;e->e;0.1952191235059761;0.9245283018867925;4.297344514325646;71.12;70.79;-0.0046400449943756784;0.0;1.0281597904387687
2014-03-11;2015-03-12;2015-03-13;e;e;HOLD;e->e;0.19123505976095617;0.9056603773584906;4.209643605870021;71.0;67.87;-0.04408450704225346;0.0;1.0281597904387687
2014-03-12;2015-03-13;2015-03-16;e;e;HOLD;e->e;0.18725099601593626;0.9215686274509803;4.448340874811462;67.5;65.57;-0.028592592592592694;0.0;1.0281597904387687
2014-03-13;2015-03-16;2015-03-17;e;e;HOLD;e->e;0.19123505976095617;0.9230769230769231;4.37155297532656;66.05;64.65;-0.021196063588190636;0.0;1.0281597904387687
2014-03-14;2015-03-17;2015-03-18;d;d;HOLD;d->d;0.20717131474103587;0.8253968253968254;3.237103174603175;64.9;65.26;0.005546995377503843;0.0;1.0281597904387687
2014-03-17;2015-03-18;2015-03-19;c;c;HOLD;c->c;0.12749003984063745;0.7272727272727273;4.056565656565656;66.5;64.9;-0.024060150375939764;0.0;1.0281597904387687
2014-03-18;2015-03-19;2015-03-20;b;b;HOLD;b->b;0.10358565737051793;0.7027027027027027;4.6415362731152205;64.95;67.0;0.03156274056966893;0.0;1.0281597904387687
2014-03-19;2015-03-20;2015-03-23;b;b;HOLD;b->b;0.10756972111553785;0.7105263157894737;4.5728744939271255;67.6;65.0;-0.03846153846153838;0.0;1.0281597904387687
2014-03-20;2015-03-23;2015-03-24;a;a;HOLD;a->a;0.199203187250996;0.8928571428571429;4.001913265306122;65.0;65.6;0.009230769230769143;0.0;1.0281597904387687
2014-03-21;2015-03-24;2015-03-25;a;a;HOLD;a->a;0.20717131474103587;0.896551724137931;3.8799048751486334;65.85;64.8;-0.015945330296127522;0.0;1.0281597904387687
2014-03-24;2015-03-25;2015-03-26;a;a;HOLD;a->a;0.20717131474103587;0.896551724137931;3.8799048751486334;65.43;62.85;-0.03943145346171489;0.0;1.0281597904387687
2014-03-25;2015-03-26;2015-03-27;a;a;HOLD;a->a;0.21115537848605578;0.8983050847457628;3.8216029876472275;63.2;61.0;-0.03481012658227853;0.0;1.0281597904387687
2014-03-26;2015-03-27;2015-03-30;a;a;HOLD;a->a;0.21115537848605578;0.8983050847457628;3.8216029876472275;60.81;63.01;0.03617826015457977;0.0;1.0281597904387687
2014-03-27;2015-03-30;2015-03-31;a;a;HOLD;a->a;0.21115537848605578;0.9137931034482759;3.887492694330801;63.0;62.88;-0.0019047619047618642;0.0;1.0281597904387687
2014-03-28;2015-03-31;2015-04-01;a;a;HOLD;a->a;0.21115537848605578;0.9137931034482759;3.887492694330801;62.34;64.5;0.03464870067372468;0.0;1.0281597904387687
2014-03-31;2015-04-01;2015-04-02;a;a;HOLD;a->a;0.20717131474103587;0.9122807017543859;3.947973381730188;64.6;65.92;0.020433436532507857;0.0;1.0281597904387687
