"Date","Price","Open","High","Low","Vol.","Change %"
"06/29/2022","1,811.04","1,775.49","1,811.04","1,769.02","5.13M","1.53%"
"06/28/2022","1,783.77","1,790.64","1,801.66","1,781.35","8.96M","0.10%"
"06/27/2022","1,781.95","1,775.69","1,787.81","1,766.60","8.71M","0.46%"
"06/24/2022","1,773.87","1,751.65","1,773.87","1,746.40","5.00M","2.13%"
"06/23/2022","1,736.90","1,711.05","1,746.20","1,708.22","6.20M","0.81%"
"06/22/2022","1,722.96","1,703.57","1,727.21","1,696.83","14.48M","0.84%"
"06/21/2022","1,708.62","1,717.11","1,722.56","1,700.94","5.95M","-0.45%"
"06/20/2022","1,716.30","1,701.55","1,718.52","1,701.15","1.95M","0.93%"
"06/17/2022","1,700.54","1,696.70","1,707.61","1,682.76","13.65M","0.69%"
"06/16/2022","1,688.82","1,723.17","1,731.45","1,688.22","9.92M","-2.71%"
"06/15/2022","1,735.89","1,726.60","1,747.41","1,723.37","11.36M","0.37%"
"06/14/2022","1,729.43","1,751.65","1,753.47","1,716.58","7.27M","-1.41%"
"06/13/2022","1,754.07","1,752.86","1,769.83","1,741.35","6.79M","0.00%"
"06/10/2022","1,754.07","1,766.40","1,773.87","1,724.18","7.32M","1.57%"
"06/09/2022","1,727.01","1,750.03","1,767.20","1,725.59","6.36M","-2.35%"
"06/08/2022","1,768.62","1,752.46","1,773.67","1,743.17","13.81M","1.83%"
"06/07/2022","1,736.90","1,717.51","1,743.37","1,712.06","7.26M","1.45%"
"06/06/2022","1,712.06","1,739.33","1,746.20","1,711.45","4.38M","-0.75%"
"06/01/2022","1,724.98","1,760.54","1,769.22","1,722.16","5.04M","-1.43%"
"05/31/2022","1,750.03","1,745.99","1,759.33","1,743.57","14.72M","0.27%"
"05/30/2022","1,745.39","1,751.85","1,755.69","1,733.06","3.44M","-0.30%"
"05/27/2022","1,750.64","1,767.00","1,769.63","1,744.98","4.90M","-1.17%"
"05/26/2022","1,771.45","1,802.96","1,803.16","1,771.45","4.98M","-1.19%"
"05/25/2022","1,792.86","1,806.60","1,808.01","1,791.04","4.85M","-0.39%"
"05/24/2022","1,799.93","1,781.55","1,810.23","1,780.37","9.24M","0.00%"
"05/23/2022","1,799.93","1,802.15","1,803.37","1,780.13","5.00M","1.02%"
"05/20/2022","1,781.75","1,765.59","1,789.83","1,759.33","6.53M","1.87%"
"05/19/2022","1,749.02","1,766.80","1,774.48","1,729.23","9.96M","-2.18%"
"05/18/2022","1,788.01","1,801.14","1,824.03","1,787.20","5.56M","-0.90%"
"05/17/2022","1,804.17","1,814.07","1,814.07","1,791.04","4.15M","-0.68%"
"05/16/2022","1,816.50","1,770.44","1,816.50","1,764.58","6.39M","2.45%"
"05/13/2022","1,773.06","1,748.62","1,778.72","1,740.14","5.16M","2.46%"
"05/12/2022","1,730.44","1,737.91","1,743.97","1,720.14","5.50M","-1.54%"
"05/11/2022","1,757.51","1,762.96","1,764.93","1,734.48","14.25M","-0.31%"
"05/10/2022","1,762.96","1,755.69","1,769.73","1,740.54","4.98M","0.50%"
"05/09/2022","1,754.28","1,781.95","1,784.58","1,752.26","4.37M","-1.82%"
"05/06/2022","1,786.80","1,801.34","1,805.39","1,777.71","9.62M","-0.65%"
"05/05/2022","1,798.52","1,786.19","1,811.45","1,785.59","4.81M","0.53%"
"05/04/2022","1,789.02","1,802.96","1,810.44","1,784.58","4.27M","-1.31%"
"05/03/2022","1,812.86","1,783.97","1,812.86","1,783.16","11.37M","-0.12%"
"04/29/2022","1,815.08","1,817.91","1,835.28","1,803.77","7.80M","-0.74%"
"04/28/2022","1,828.62","1,811.85","1,830.03","1,799.12","7.00M","0.75%"
"04/27/2022","1,815.08","1,767.61","1,830.23","1,763.97","8.75M","2.42%"
"04/26/2022","1,772.26","1,770.84","1,780.28","1,753.88","7.02M","0.89%"
"04/25/2022","1,756.70","1,737.31","1,760.54","1,721.75","5.30M","-0.16%"
"04/22/2022","1,759.53","1,765.39","1,768.62","1,755.85","5.34M","-0.16%"
"04/21/2022","1,762.36","1,765.99","1,767.81","1,753.06","6.94M","0.23%"
"04/20/2022","1,758.32","1,770.24","1,774.88","1,751.45","6.77M","-1.07%"
"04/19/2022","1,777.31","1,775.89","1,785.99","1,761.71","11.40M","-0.76%"
"04/14/2022","1,790.84","1,790.44","1,804.38","1,780.90","9.42M","-0.46%"
"04/13/2022","1,799.12","1,797.91","1,819.73","1,787.41","5.91M","-0.15%"
"04/12/2022","1,801.75","1,793.47","1,807.61","1,779.93","7.14M","0.00%"
"04/11/2022","1,801.75","1,788.82","1,805.99","1,785.18","6.35M","0.29%"
"04/08/2022","1,796.50","1,767.61","1,797.71","1,765.19","8.05M","2.16%"
"04/07/2022","1,758.52","1,756.30","1,763.39","1,741.75","8.82M","0.94%"
"04/06/2022","1,742.16","1,712.26","1,742.16","1,710.04","9.08M","1.23%"
"04/05/2022","1,720.94","1,683.17","1,724.81","1,674.94","5.44M","3.09%"
"04/04/2022","1,669.43","1,683.98","1,685.41","1,664.99","3.22M","-0.23%"
"04/01/2022","1,673.27","1,667.81","1,678.91","1,662.97","3.94M","0.57%"
"03/31/2022","1,663.78","1,670.84","1,683.57","1,663.78","5.40M","-0.82%"
"03/30/2022","1,677.51","1,650.44","1,677.51","1,645.21","6.26M","1.18%"
"03/29/2022","1,657.92","1,660.74","1,680.54","1,648.22","5.25M","0.09%"
"03/28/2022","1,656.50","1,644.38","1,668.82","1,638.72","4.71M","1.01%"
"03/25/2022","1,639.94","1,639.53","1,647.84","1,631.67","5.70M","-0.12%"
"03/24/2022","1,641.96","1,624.18","1,649.43","1,623.50","6.06M","0.81%"
"03/23/2022","1,628.83","1,636.10","1,643.78","1,626.00","4.86M","-0.59%"
"03/22/2022","1,638.52","1,639.73","1,641.55","1,626.20","10.38M","0.38%"
"03/21/2022","1,632.26","1,623.37","1,636.70","1,618.93","12.06M","0.37%"
"03/18/2022","1,626.20","1,633.47","1,637.71","1,610.04","20.60M","-0.48%"
"03/17/2022","1,634.08","1,597.92","1,634.08","1,589.03","4.84M","2.28%"
"03/16/2022","1,597.72","1,603.78","1,607.01","1,582.16","9.20M","0.75%"
"03/15/2022","1,585.80","1,558.73","1,585.80","1,553.79","5.36M","0.60%"
"03/14/2022","1,576.30","1,563.58","1,586.61","1,550.04","5.29M","0.91%"
"03/11/2022","1,562.16","1,550.04","1,572.67","1,546.33","6.17M","0.95%"
"03/10/2022","1,547.42","1,564.79","1,572.06","1,538.12","7.36M","-0.94%"
"03/09/2022","1,562.16","1,569.64","1,569.64","1,541.15","8.71M","2.52%"
"03/08/2022","1,523.78","1,495.70","1,523.78","1,488.43","8.46M","1.66%"
"03/07/2022","1,498.93","1,474.69","1,508.63","1,459.94","10.48M","-0.31%"
"03/04/2022","1,503.58","1,540.34","1,547.62","1,489.44","9.90M","-2.45%"
"03/03/2022","1,541.35","1,559.74","1,565.19","1,539.94","4.51M","-1.56%"
"03/02/2022","1,565.80","1,561.76","1,574.67","1,534.29","7.33M","0.34%"
"03/01/2022","1,560.55","1,574.89","1,576.71","1,544.39","4.41M","-0.03%"
"02/28/2022","1,560.95","1,555.09","1,575.09","1,539.13","7.10M","-1.19%"
"02/25/2022","1,579.74","1,523.98","1,584.79","1,517.47","5.95M","3.89%"
"02/24/2022","1,520.55","1,545.40","1,563.58","1,520.35","8.84M","-4.30%"
"02/23/2022","1,588.83","1,575.70","1,599.13","1,574.28","5.91M","0.99%"
"02/22/2022","1,573.27","1,557.52","1,577.41","1,545.40","15.30M","-0.24%"
"02/21/2022","1,577.11","1,580.75","1,594.89","1,568.02","2.91M","-0.36%"
"02/18/2022","1,582.77","1,577.31","1,601.56","1,571.86","6.28M","-0.80%"
"02/17/2022","1,595.49","1,592.06","1,598.32","1,578.73","5.91M","0.23%"
"02/16/2022","1,591.86","1,612.87","1,613.88","1,590.24","5.88M","-1.36%"
"02/15/2022","1,613.88","1,587.82","1,617.11","1,584.99","6.79M","1.69%"
"02/14/2022","1,587.01","1,636.50","1,636.91","1,582.97","8.57M","-2.98%"
"02/11/2022","1,635.69","1,633.88","1,641.35","1,616.71","8.58M","-1.32%"
"02/10/2022","1,657.51","1,643.98","1,671.65","1,629.07","5.32M","1.25%"
"02/09/2022","1,637.11","1,652.46","1,683.77","1,627.21","6.04M","-1.40%"
"02/08/2022","1,660.34","1,656.50","1,675.29","1,648.22","5.09M","0.34%"
"02/07/2022","1,654.68","1,650.04","1,662.56","1,643.78","9.23M","0.20%"
"02/04/2022","1,651.45","1,657.51","1,664.18","1,648.02","4.50M","0.39%"
"02/03/2022","1,644.99","1,670.24","1,676.30","1,644.99","5.28M","-1.30%"
"02/02/2022","1,666.60","1,675.69","1,679.33","1,654.28","4.75M","0.35%"
"02/01/2022","1,660.74","1,658.93","1,677.51","1,652.36","5.99M","0.07%"
"01/31/2022","1,659.53","1,688.02","1,689.23","1,657.71","5.05M","-1.08%"
"01/28/2022","1,677.71","1,707.01","1,713.97","1,670.64","12.41M","-1.19%"
"01/27/2022","1,697.92","1,647.01","1,700.34","1,634.69","6.28M","3.02%"
"01/26/2022","1,648.22","1,647.21","1,654.48","1,636.10","7.29M","1.08%"
"01/25/2022","1,630.65","1,633.68","1,633.68","1,609.64","5.41M","-0.01%"
"01/24/2022","1,630.85","1,658.72","1,662.56","1,630.85","6.49M","-1.98%"
"01/21/2022","1,663.78","1,643.57","1,670.44","1,637.11","7.96M","0.65%"
"01/20/2022","1,653.07","1,673.47","1,674.89","1,637.11","8.26M","-1.79%"
"01/19/2022","1,683.17","1,718.32","1,723.57","1,683.17","8.05M","-2.05%"
"01/18/2022","1,718.32","1,718.92","1,724.48","1,703.57","8.31M","-0.39%"
"01/17/2022","1,724.98","1,737.71","1,754.48","1,709.03","10.82M","4.07%"
"01/14/2022","1,657.51","1,638.72","1,667.21","1,637.11","4.11M","0.60%"
"01/13/2022","1,647.61","1,650.04","1,656.10","1,642.16","7.77M","-0.29%"
"01/12/2022","1,652.46","1,651.05","1,659.33","1,645.39","8.11M","0.27%"
"01/11/2022","1,648.02","1,628.83","1,651.65","1,628.83","5.64M","1.25%"
"01/10/2022","1,627.61","1,616.10","1,630.44","1,604.05","9.69M","0.81%"
"01/07/2022","1,614.48","1,596.91","1,614.48","1,594.69","4.11M","0.60%"
"01/06/2022","1,604.79","1,603.57","1,615.82","1,596.51","3.27M","-1.01%"
"01/05/2022","1,621.15","1,603.98","1,623.37","1,601.15","4.45M","0.48%"
"01/04/2022","1,613.47","1,606.60","1,623.98","1,595.90","5.75M","-0.57%"
"12/31/2021","1,622.77","1,619.74","1,640.14","1,617.11","1.62M","-0.70%"
"12/30/2021","1,634.28","1,635.29","1,645.17","1,632.67","1.92M","0.04%"
"12/29/2021","1,633.68","1,637.31","1,643.78","1,630.65","3.36M","0.21%"
"12/24/2021","1,630.24","1,626.20","1,635.09","1,617.51","826.30K","-0.01%"
"12/23/2021","1,630.44","1,629.23","1,635.49","1,613.47","2.28M","-0.02%"
"12/22/2021","1,630.85","1,629.23","1,630.85","1,615.29","3.08M","0.42%"
"12/21/2021","1,623.98","1,609.64","1,623.98","1,608.02","5.18M","1.01%"
"12/20/2021","1,607.82","1,601.76","1,613.07","1,590.65","5.48M","-1.34%"
"12/17/2021","1,629.64","1,636.30","1,640.95","1,624.89","11.16M","-0.32%"
"12/16/2021","1,634.89","1,638.72","1,640.54","1,606.43","29.02M","0.62%"
"12/15/2021","1,624.79","1,618.32","1,624.79","1,605.39","5.61M","0.66%"
"12/14/2021","1,614.08","1,628.22","1,635.09","1,606.51","3.67M","-0.54%"
"12/13/2021","1,622.77","1,623.98","1,627.01","1,614.28","8.92M","-0.34%"
"12/10/2021","1,628.22","1,613.07","1,629.43","1,602.16","5.07M","0.93%"
"12/09/2021","1,613.27","1,613.47","1,620.95","1,606.60","3.75M","0.34%"
"12/08/2021","1,607.82","1,597.92","1,611.45","1,592.06","5.54M","1.02%"
"12/07/2021","1,591.66","1,575.70","1,611.05","1,568.02","4.80M","1.35%"
"12/06/2021","1,570.44","1,557.92","1,581.56","1,554.28","3.97M","1.32%"
"12/03/2021","1,550.04","1,554.28","1,556.71","1,541.96","4.79M","0.04%"
"12/02/2021","1,549.44","1,560.55","1,570.24","1,547.82","5.02M","-0.47%"
"12/01/2021","1,556.71","1,539.13","1,560.34","1,536.51","5.72M","1.06%"
"11/30/2021","1,540.34","1,532.47","1,552.06","1,520.55","14.67M","0.00%"
"11/29/2021","1,540.34","1,530.85","1,551.66","1,520.55","8.01M","0.94%"
"11/26/2021","1,526.00","1,527.21","1,542.16","1,518.12","7.24M","-1.90%"
"11/25/2021","1,555.50","1,555.50","1,560.34","1,549.03","3.61M","0.03%"
"11/24/2021","1,555.09","1,547.62","1,563.78","1,545.60","3.79M","0.40%"
"11/23/2021","1,548.83","1,536.71","1,557.52","1,523.98","4.66M","0.47%"
"11/22/2021","1,541.56","1,543.38","1,548.43","1,532.17","2.99M","0.30%"
"11/19/2021","1,536.91","1,540.34","1,548.02","1,530.93","17.81M","0.63%"
"11/18/2021","1,527.21","1,552.06","1,556.30","1,521.76","7.33M","-3.01%"
"11/17/2021","1,574.69","1,569.23","1,578.53","1,555.90","5.45M","0.06%"
"11/16/2021","1,573.68","1,591.45","1,595.81","1,564.59","19.46M","-1.85%"
"11/15/2021","1,603.37","1,609.23","1,615.29","1,593.88","3.89M","-0.38%"
"11/12/2021","1,609.43","1,610.44","1,620.54","1,603.57","5.94M","0.23%"
"11/11/2021","1,605.80","1,601.56","1,609.84","1,595.70","5.17M","-0.03%"
"11/10/2021","1,606.20","1,575.49","1,606.20","1,570.65","7.91M","1.95%"
"11/09/2021","1,575.49","1,573.88","1,581.76","1,565.80","5.12M","0.10%"
"11/08/2021","1,573.88","1,589.64","1,589.84","1,556.51","5.85M","-1.13%"
"11/05/2021","1,591.86","1,595.90","1,607.01","1,584.18","4.68M","0.36%"
"11/04/2021","1,586.20","1,588.42","1,591.25","1,569.03","9.19M","-0.01%"
"11/03/2021","1,586.40","1,564.59","1,586.40","1,561.13","8.11M","0.38%"
"11/02/2021","1,580.34","1,559.94","1,580.34","1,517.11","5.66M","1.31%"
"11/01/2021","1,559.94","1,535.30","1,564.39","1,533.87","8.36M","2.37%"
"10/29/2021","1,523.78","1,504.59","1,527.21","1,501.16","6.11M","0.64%"
"10/28/2021","1,514.08","1,508.02","1,521.86","1,473.88","9.07M","3.97%"
"10/27/2021","1,456.31","1,456.51","1,501.16","1,436.71","8.41M","0.53%"
"10/26/2021","1,448.63","1,441.76","1,449.24","1,436.92","3.74M","0.67%"
"10/25/2021","1,438.94","1,442.37","1,450.65","1,436.31","4.12M","0.27%"
"10/22/2021","1,435.10","1,428.03","1,440.55","1,423.38","3.46M","0.71%"
"10/21/2021","1,425.00","1,424.19","1,428.23","1,415.85","3.78M","0.18%"
"10/20/2021","1,422.37","1,423.38","1,425.80","1,413.08","4.31M","0.07%"
"10/19/2021","1,421.36","1,404.19","1,421.76","1,399.54","5.46M","0.83%"
"10/18/2021","1,409.64","1,407.62","1,420.55","1,401.97","3.23M","-0.29%"
"10/15/2021","1,413.68","1,419.14","1,419.14","1,403.58","6.25M","-0.16%"
"10/14/2021","1,415.91","1,424.59","1,424.59","1,409.44","3.57M","0.06%"
"10/13/2021","1,415.10","1,413.89","1,418.73","1,399.68","5.79M","-0.28%"
"10/12/2021","1,419.14","1,396.92","1,475.13","1,392.02","10.94M","0.88%"
"10/11/2021","1,406.81","1,407.42","1,412.67","1,402.17","4.26M","-0.44%"
"10/08/2021","1,413.08","1,422.17","1,424.79","1,412.27","4.24M","-0.13%"
"10/07/2021","1,414.90","1,399.74","1,416.51","1,398.13","6.93M","1.48%"
"10/06/2021","1,394.29","1,390.86","1,396.11","1,376.51","4.75M","-0.55%"
"10/05/2021","1,401.97","1,396.31","1,408.03","1,393.00","5.79M","0.23%"
"10/04/2021","1,398.73","1,398.73","1,411.66","1,394.90","4.19M","-0.06%"
"10/01/2021","1,399.54","1,412.67","1,414.09","1,394.90","4.68M","-1.28%"
"09/30/2021","1,417.72","1,432.47","1,433.28","1,414.69","5.38M","-0.10%"
"09/29/2021","1,419.14","1,407.22","1,421.36","1,403.38","4.50M","1.59%"
"09/28/2021","1,396.92","1,394.29","1,409.44","1,393.68","4.80M","-0.30%"
"09/27/2021","1,401.16","1,412.27","1,413.48","1,396.71","5.76M","-0.06%"
"09/24/2021","1,401.97","1,426.01","1,428.63","1,399.95","5.57M","-1.84%"
"09/23/2021","1,428.23","1,443.38","1,447.42","1,428.23","3.59M","-1.05%"
"09/22/2021","1,443.38","1,431.26","1,448.63","1,424.79","5.51M","0.70%"
"09/21/2021","1,433.28","1,420.15","1,433.28","1,414.69","6.95M","1.07%"
"09/20/2021","1,418.13","1,404.80","1,422.17","1,391.26","4.52M","1.14%"
"09/17/2021","1,402.17","1,417.52","1,419.95","1,397.52","10.15M","-0.49%"
"09/16/2021","1,409.04","1,417.93","1,419.14","1,403.79","7.13M","-0.19%"
"09/15/2021","1,411.66","1,426.21","1,429.24","1,409.64","5.29M","-1.17%"
"09/14/2021","1,428.43","1,430.05","1,434.29","1,423.12","3.38M","-0.08%"
"09/13/2021","1,429.64","1,440.95","1,447.62","1,428.83","3.08M","-0.30%"
"09/10/2021","1,433.89","1,432.67","1,457.52","1,421.16","3.01M","-0.50%"
"09/09/2021","1,441.16","1,461.36","1,462.17","1,440.89","4.62M","-1.80%"
"09/08/2021","1,467.62","1,478.73","1,478.73","1,457.52","6.82M","-1.21%"
"09/07/2021","1,485.60","1,511.05","1,511.05","1,481.16","2.87M","-1.17%"
"09/06/2021","1,503.18","1,489.24","1,503.58","1,489.24","1.88M","0.64%"
"09/03/2021","1,493.68","1,495.70","1,501.96","1,484.99","3.12M","0.18%"
"09/02/2021","1,491.05","1,489.24","1,495.30","1,484.19","4.37M","0.33%"
"09/01/2021","1,486.21","1,477.92","1,504.27","1,477.92","4.39M","0.64%"
"08/31/2021","1,476.71","1,474.89","1,489.64","1,466.41","6.46M","-0.92%"
"08/27/2021","1,490.45","1,487.01","1,495.90","1,487.01","3.27M","-0.20%"
"08/26/2021","1,493.48","1,489.84","1,499.74","1,486.14","3.61M","-0.28%"
"08/25/2021","1,497.72","1,492.87","1,500.62","1,491.66","3.12M","-0.07%"
"08/24/2021","1,498.73","1,515.90","1,515.90","1,485.60","4.73M","-1.24%"
"08/23/2021","1,517.52","1,538.12","1,540.95","1,513.68","2.97M","-0.86%"
"08/20/2021","1,530.65","1,531.26","1,536.10","1,520.35","4.33M","0.12%"
"08/19/2021","1,528.83","1,509.84","1,529.03","1,501.76","4.50M","-0.80%"
"08/18/2021","1,541.15","1,537.72","1,544.18","1,523.98","4.71M","0.62%"
"08/17/2021","1,531.66","1,507.82","1,535.70","1,504.39","5.61M","1.15%"
"08/16/2021","1,514.29","1,504.99","1,514.49","1,498.82","3.98M","0.50%"
"08/13/2021","1,506.81","1,494.08","1,510.04","1,491.66","4.51M","1.21%"
"08/12/2021","1,488.83","1,482.77","1,489.64","1,228.06","2.87M","0.59%"
"08/11/2021","1,480.15","1,462.17","1,487.30","1,460.35","4.32M","1.34%"
"08/10/2021","1,460.55","1,455.90","1,464.19","1,454.49","5.26M","-0.17%"
"08/09/2021","1,462.97","1,452.67","1,463.58","1,451.26","4.46M","0.84%"
"08/06/2021","1,450.85","1,458.73","1,460.15","1,446.01","4.65M","-0.39%"
"08/05/2021","1,456.51","1,452.87","1,459.14","1,451.06","4.90M","0.59%"
"08/04/2021","1,448.03","1,454.49","1,455.70","1,444.59","3.57M","0.01%"
"08/03/2021","1,447.82","1,449.04","1,457.12","1,436.71","4.75M","0.41%"
"08/02/2021","1,441.96","1,435.70","1,441.96","1,420.55","4.77M","0.69%"
"07/30/2021","1,432.07","1,419.74","1,435.30","1,412.47","5.78M","0.81%"
"07/29/2021","1,420.55","1,423.99","1,439.14","1,415.91","4.83M","0.34%"
"07/28/2021","1,415.70","1,402.98","1,440.55","1,397.32","6.40M","0.17%"
"07/27/2021","1,413.28","1,406.81","1,415.91","1,397.18","3.30M","-0.04%"
"07/26/2021","1,413.89","1,425.40","1,429.84","1,407.22","3.15M","-1.14%"
"07/23/2021","1,430.25","1,422.77","1,433.48","1,420.35","2.51M","0.45%"
"07/22/2021","1,423.78","1,426.01","1,430.45","1,416.74","2.95M","-0.30%"
"07/21/2021","1,428.03","1,425.80","1,446.41","1,422.77","4.83M","0.10%"
"07/20/2021","1,426.61","1,435.70","1,439.54","1,423.18","6.94M","-0.11%"
"07/19/2021","1,428.23","1,438.73","1,455.50","1,415.70","5.49M","-0.74%"
"07/16/2021","1,438.94","1,426.01","1,438.94","1,421.33","5.85M","1.25%"
"07/15/2021","1,421.16","1,452.27","1,453.99","1,420.96","4.59M","-2.14%"
"07/14/2021","1,452.27","1,453.08","1,455.90","1,442.17","4.32M","-0.44%"
"07/13/2021","1,458.73","1,447.62","1,458.73","1,444.39","3.44M","0.38%"
"07/12/2021","1,453.28","1,442.57","1,456.71","1,432.88","3.55M","0.25%"
"07/09/2021","1,449.64","1,446.21","1,454.89","1,439.34","5.07M","0.65%"
"07/08/2021","1,440.35","1,444.39","1,447.22","1,431.46","6.58M","-0.77%"
"07/07/2021","1,451.46","1,449.64","1,453.08","1,440.75","3.85M","0.20%"
"07/06/2021","1,448.63","1,443.38","1,454.49","1,441.16","3.09M","0.13%"
"07/05/2021","1,446.81","1,456.11","1,458.53","1,441.96","1.93M","-0.38%"
"07/02/2021","1,452.27","1,452.67","1,463.65","1,448.83","4.91M","-0.01%"
"07/01/2021","1,452.47","1,449.04","1,453.68","1,437.93","4.41M","1.31%"
"06/30/2021","1,433.68","1,442.77","1,445.60","1,430.65","5.67M","-0.43%"
"06/29/2021","1,439.94","1,432.67","1,446.41","1,429.44","3.63M","0.31%"
"06/28/2021","1,435.50","1,424.39","1,439.14","1,420.55","4.16M","0.57%"
"06/25/2021","1,427.42","1,428.43","1,431.66","1,417.32","4.60M","0.16%"
"06/24/2021","1,425.20","1,428.83","1,431.86","1,415.30","8.12M","0.13%"
"06/23/2021","1,423.38","1,395.70","1,458.13","1,385.40","9.91M","1.03%"
"06/22/2021","1,408.83","1,423.38","1,427.40","1,405.20","4.89M","-1.43%"
"06/21/2021","1,429.24","1,432.67","1,440.75","1,420.83","3.89M","-0.59%"
"06/18/2021","1,437.72","1,449.84","1,453.28","1,434.49","11.62M","-0.84%"
"06/17/2021","1,449.84","1,434.29","1,451.86","1,431.86","3.95M","-0.01%"
"06/16/2021","1,450.05","1,425.00","1,466.21","1,424.79","10.18M","1.31%"
"06/15/2021","1,431.26","1,432.88","1,438.13","1,424.74","5.22M","0.68%"
"06/14/2021","1,421.56","1,418.73","1,428.22","1,415.70","3.99M","0.29%"
"06/11/2021","1,417.52","1,414.29","1,422.37","1,413.28","4.46M","0.49%"
"06/10/2021","1,410.65","1,401.36","1,418.91","1,398.25","5.65M","1.17%"
"06/09/2021","1,394.29","1,364.80","1,397.52","1,362.17","6.35M","2.12%"
"06/08/2021","1,365.40","1,365.00","1,380.78","1,364.59","4.01M","-0.04%"
"06/07/2021","1,366.01","1,366.41","1,374.94","1,356.92","2.91M","-0.13%"
"06/04/2021","1,367.83","1,362.98","1,368.43","1,354.30","2.45M","0.80%"
"06/03/2021","1,356.92","1,353.89","1,361.97","1,343.79","3.69M","0.27%"
"06/02/2021","1,353.28","1,349.24","1,360.55","1,348.27","4.05M","0.15%"
"06/01/2021","1,351.26","1,367.42","1,372.32","1,350.66","4.23M","-0.48%"
"05/28/2021","1,357.73","1,347.42","1,365.60","1,347.22","9.37M","0.31%"
"05/27/2021","1,353.48","1,362.37","1,363.58","1,341.56","15.70M","-0.98%"
"05/26/2021","1,366.82","1,364.39","1,370.72","1,359.75","2.71M","0.09%"
"05/25/2021","1,365.60","1,362.98","1,373.92","1,359.62","6.68M","-0.19%"
"05/24/2021","1,368.23","1,373.69","1,378.53","1,363.79","2.50M","-0.03%"
"05/21/2021","1,368.64","1,370.45","1,377.12","1,358.94","5.06M","-0.37%"
"05/20/2021","1,373.69","1,366.61","1,377.12","1,360.96","5.02M","-0.50%"
"05/19/2021","1,380.55","1,383.38","1,387.42","1,370.66","4.13M","-0.65%"
"05/18/2021","1,389.64","1,391.87","1,395.30","1,379.54","4.84M","-0.28%"
"05/17/2021","1,393.48","1,388.43","1,399.74","1,376.71","4.50M","0.67%"
"05/14/2021","1,384.19","1,378.73","1,387.58","1,373.89","7.63M","1.26%"
"05/13/2021","1,367.02","1,349.44","1,370.45","1,344.16","3.79M","0.42%"
"05/12/2021","1,361.36","1,340.15","1,364.59","1,339.14","7.49M","1.32%"
"05/11/2021","1,343.58","1,357.52","1,361.56","1,332.88","5.95M","-1.60%"
"05/10/2021","1,365.40","1,368.64","1,372.41","1,360.96","4.20M","-0.28%"
"05/07/2021","1,369.24","1,360.55","1,374.80","1,358.53","3.00M","0.85%"
"05/06/2021","1,357.73","1,355.71","1,366.21","1,348.03","6.98M","0.34%"
"05/05/2021","1,353.08","1,344.39","1,367.42","1,344.39","4.43M","0.56%"
"05/04/2021","1,345.60","1,351.46","1,366.25","1,345.00","9.05M","-0.55%"
"04/30/2021","1,353.08","1,344.19","1,362.37","1,344.19","6.24M","0.75%"
"04/29/2021","1,342.98","1,348.23","1,360.17","1,337.82","3.55M","-0.52%"
"04/28/2021","1,350.05","1,335.51","1,383.58","1,326.62","6.36M","-0.01%"
"04/27/2021","1,350.25","1,355.50","1,361.98","1,347.40","5.40M","-0.28%"
"04/26/2021","1,354.09","1,353.69","1,363.79","1,349.04","3.44M","-0.15%"
"04/23/2021","1,356.11","1,358.94","1,363.58","1,348.84","3.92M","-0.43%"
"04/22/2021","1,361.97","1,360.55","1,367.42","1,354.49","4.19M","0.03%"
"04/21/2021","1,361.56","1,345.40","1,368.03","1,341.13","6.11M","1.72%"
"04/20/2021","1,338.54","1,345.81","1,358.53","1,336.11","6.30M","-0.96%"
"04/19/2021","1,351.46","1,354.90","1,366.70","1,345.00","6.02M","-0.62%"
"04/16/2021","1,359.95","1,369.85","1,377.52","1,357.32","9.05M","-0.15%"
"04/15/2021","1,361.97","1,298.54","1,402.98","1,281.86","17.33M","4.56%"
"04/14/2021","1,302.58","1,303.79","1,314.29","1,299.67","3.77M","0.14%"
"04/13/2021","1,300.76","1,305.20","1,312.88","1,297.32","5.80M","-0.76%"
"04/12/2021","1,310.66","1,328.23","1,329.44","1,305.41","5.56M","-1.67%"
"04/09/2021","1,332.88","1,330.66","1,335.71","1,317.32","5.28M","-0.15%"
"04/08/2021","1,334.90","1,313.28","1,334.90","1,311.26","8.44M","1.61%"
"04/07/2021","1,313.69","1,303.59","1,319.94","1,300.96","6.48M","0.84%"
"04/06/2021","1,302.78","1,297.32","1,308.84","1,294.29","5.95M","0.95%"
"04/01/2021","1,290.46","1,303.79","1,310.45","1,284.40","5.20M","-0.81%"
"03/31/2021","1,300.96","1,318.13","1,320.76","1,300.96","7.13M","-1.45%"
"03/30/2021","1,320.15","1,323.38","1,328.30","1,312.68","4.86M","-0.17%"
"03/29/2021","1,322.37","1,317.32","1,326.01","1,305.95","6.25M","0.93%"
"03/26/2021","1,310.25","1,297.93","1,310.86","1,296.46","7.10M","0.95%"
"03/25/2021","1,297.93","1,295.71","1,304.20","1,289.85","6.51M","0.02%"
"03/24/2021","1,297.73","1,310.86","1,311.67","1,289.65","6.87M","-1.03%"
"03/23/2021","1,311.26","1,313.28","1,321.77","1,301.57","5.78M","-0.29%"
"03/22/2021","1,315.10","1,314.09","1,324.39","1,303.99","5.39M","0.45%"
"03/19/2021","1,309.24","1,307.83","1,314.09","1,300.15","15.74M","-0.15%"
