"Date","Price","Open","High","Low","Vol.","Change %"
"01/08/2020","1,789.02","1,770.44","1,792.91","1,767.41","4.08M","0.50%"
"01/07/2020","1,780.13","1,779.33","1,797.27","1,770.44","4.03M","-0.45%"
"01/06/2020","1,788.21","1,793.06","1,797.31","1,771.90","3.92M","-0.79%"
"01/03/2020","1,802.36","1,798.32","1,805.79","1,780.94","3.25M","0.41%"
"01/02/2020","1,795.08","1,798.11","1,812.25","1,795.08","3.66M","-0.10%"
"12/31/2019","1,796.90","1,803.57","1,814.07","1,786.19","1.89M","-1.06%"
"12/30/2019","1,816.09","1,823.16","1,834.07","1,814.22","2.34M","-1.14%"
"12/27/2019","1,837.10","1,825.38","1,845.18","1,811.24","2.39M","0.07%"
"12/24/2019","1,835.89","1,824.17","1,843.97","1,824.17","1.00M","0.14%"
"12/23/2019","1,833.26","1,823.97","1,838.72","1,809.22","2.97M","0.10%"
"12/20/2019","1,831.45","1,827.81","1,869.02","1,819.53","9.10M","0.38%"
"12/19/2019","1,824.58","1,813.26","1,825.38","1,806.40","5.46M","0.67%"
"12/18/2019","1,812.46","1,795.69","1,822.96","1,792.42","10.56M","0.91%"
"12/17/2019","1,796.09","1,777.91","1,805.86","1,775.45","8.01M","0.79%"
"12/16/2019","1,781.95","1,740.94","1,795.49","1,737.51","6.09M","2.27%"
"12/13/2019","1,742.36","1,718.12","1,758.72","1,673.47","7.60M","-1.10%"
"12/12/2019","1,761.75","1,769.83","1,778.79","1,757.10","5.04M","-0.50%"
"12/11/2019","1,770.64","1,770.24","1,786.40","1,767.21","7.14M","0.16%"
"12/10/2019","1,767.81","1,751.85","1,767.81","1,739.33","6.20M","1.26%"
"12/09/2019","1,745.79","1,743.17","1,751.65","1,732.46","4.70M","-0.06%"
"12/06/2019","1,746.80","1,736.10","1,748.62","1,721.95","4.18M","1.32%"
"12/05/2019","1,723.97","1,733.47","1,741.35","1,718.52","4.23M","-0.07%"
"12/04/2019","1,725.19","1,726.20","1,727.81","1,707.01","5.12M","0.05%"
"12/03/2019","1,724.38","1,742.36","1,751.29","1,712.26","5.52M","-1.36%"
"12/02/2019","1,748.22","1,769.43","1,784.98","1,746.60","4.73M","-1.32%"
"11/29/2019","1,771.65","1,771.65","1,783.37","1,767.61","4.47M","-0.47%"
"11/28/2019","1,779.93","1,768.82","1,780.54","1,765.42","2.20M","0.09%"
"11/27/2019","1,778.32","1,762.56","1,783.16","1,760.74","5.77M","1.18%"
"11/26/2019","1,757.51","1,747.41","1,757.51","1,732.86","6.03M","0.75%"
"11/25/2019","1,744.38","1,736.30","1,749.43","1,724.78","3.84M","0.77%"
"11/22/2019","1,731.05","1,724.98","1,743.57","1,720.94","4.28M","0.72%"
"11/21/2019","1,718.72","1,726.80","1,732.26","1,708.82","6.02M","0.29%"
"11/20/2019","1,713.67","1,735.29","1,747.21","1,713.67","4.97M","-1.15%"
"11/19/2019","1,733.67","1,725.39","1,747.81","1,723.57","5.86M","0.13%"
"11/18/2019","1,731.45","1,725.39","1,735.49","1,707.01","8.30M","0.85%"
"11/15/2019","1,716.90","1,722.16","1,739.33","1,694.67","8.94M","-0.08%"
"11/14/2019","1,718.32","1,742.16","1,752.66","1,711.05","4.67M","-2.20%"
"11/13/2019","1,756.90","1,749.63","1,770.84","1,748.69","4.30M","0.49%"
"11/12/2019","1,748.42","1,736.90","1,756.50","1,734.28","3.89M","0.75%"
"11/11/2019","1,735.49","1,749.02","1,755.17","1,720.34","3.53M","-1.08%"
"11/08/2019","1,754.48","1,738.92","1,754.48","1,732.86","3.99M","0.80%"
"11/07/2019","1,740.54","1,748.22","1,754.48","1,731.65","4.90M","0.06%"
"11/06/2019","1,739.53","1,733.87","1,744.78","1,681.75","5.83M","-0.45%"
"11/05/2019","1,747.41","1,765.39","1,777.51","1,742.72","4.39M","-1.37%"
"11/04/2019","1,771.65","1,770.64","1,785.18","1,758.92","3.75M","-0.40%"
"11/01/2019","1,778.72","1,786.60","1,793.26","1,767.41","5.23M","-0.43%"
"10/31/2019","1,786.40","1,794.88","1,814.48","1,782.36","8.20M","-0.75%"
"10/30/2019","1,799.93","1,749.43","1,806.19","1,745.79","7.33M","2.43%"
"10/29/2019","1,757.31","1,742.56","1,757.31","1,731.45","5.94M","0.18%"
"10/28/2019","1,754.07","1,719.93","1,757.71","1,714.48","5.51M","2.15%"
"10/25/2019","1,717.11","1,737.31","1,737.33","1,697.92","5.22M","-1.13%"
"10/24/2019","1,736.70","1,698.72","1,737.71","1,696.90","5.90M","2.19%"
"10/23/2019","1,699.53","1,681.75","1,702.36","1,672.87","6.12M","1.66%"
"10/22/2019","1,671.86","1,657.51","1,685.39","1,649.43","3.59M","0.94%"
"10/21/2019","1,656.30","1,660.95","1,665.19","1,636.30","5.30M","-0.39%"
"10/18/2019","1,662.76","1,668.42","1,677.31","1,651.45","4.04M","-0.34%"
"10/17/2019","1,668.42","1,675.69","1,683.37","1,646.20","6.50M","0.95%"
"10/16/2019","1,652.66","1,683.37","1,700.95","1,628.62","8.15M","-1.17%"
"10/15/2019","1,672.26","1,693.87","1,700.95","1,657.71","8.39M","-1.70%"
"10/14/2019","1,701.15","1,694.28","1,714.24","1,691.85","5.98M","0.55%"
"10/11/2019","1,691.85","1,713.27","1,716.30","1,657.71","9.70M","-2.16%"
"10/10/2019","1,729.23","1,738.12","1,744.78","1,729.23","5.16M","-0.49%"
"10/09/2019","1,737.71","1,720.74","1,749.83","1,719.13","4.74M","0.43%"
"10/08/2019","1,730.24","1,739.33","1,750.03","1,730.24","5.09M","-0.14%"
"10/07/2019","1,732.66","1,712.06","1,734.08","1,708.82","3.53M","0.96%"
"10/04/2019","1,716.10","1,693.07","1,717.41","1,686.00","4.28M","1.70%"
"10/03/2019","1,687.41","1,693.87","1,697.92","1,668.02","4.90M","0.04%"
"10/02/2019","1,686.80","1,740.54","1,788.42","1,678.52","7.10M","-3.50%"
"10/01/2019","1,748.01","1,748.62","1,765.99","1,741.95","4.68M","-0.80%"
"09/30/2019","1,762.16","1,760.54","1,782.36","1,745.59","7.53M","1.14%"
"09/27/2019","1,742.36","1,721.15","1,746.20","1,721.15","5.57M","0.81%"
"09/26/2019","1,728.42","1,692.46","1,744.18","1,690.24","5.52M","1.86%"
"09/25/2019","1,696.90","1,705.79","1,710.44","1,691.65","4.63M","-1.18%"
"09/24/2019","1,717.11","1,711.05","1,724.18","1,700.54","4.85M","0.84%"
"09/23/2019","1,702.76","1,689.63","1,714.88","1,687.01","4.65M","0.85%"
"09/20/2019","1,688.42","1,665.80","1,695.09","1,662.97","13.41M","0.83%"
"09/19/2019","1,674.48","1,660.95","1,678.52","1,658.12","5.90M","0.66%"
"09/18/2019","1,663.57","1,662.76","1,667.61","1,656.10","3.27M","0.07%"
"09/17/2019","1,662.36","1,647.82","1,669.03","1,645.19","4.46M","1.14%"
"09/16/2019","1,643.57","1,641.35","1,658.93","1,638.73","5.07M","-0.78%"
"09/13/2019","1,656.50","1,673.47","1,677.11","1,648.02","4.79M","-1.32%"
"09/12/2019","1,678.72","1,669.63","1,686.40","1,657.92","6.07M","0.73%"
"09/11/2019","1,666.60","1,671.45","1,672.46","1,642.97","5.75M","0.51%"
"09/10/2019","1,658.12","1,673.07","1,681.35","1,638.73","9.46M","-2.24%"
"09/09/2019","1,696.10","1,740.14","1,749.02","1,685.59","4.79M","-2.10%"
"09/06/2019","1,732.46","1,723.57","1,737.04","1,713.07","5.27M","0.79%"
"09/05/2019","1,718.92","1,762.56","1,763.77","1,718.92","5.51M","-2.49%"
"09/04/2019","1,762.76","1,771.45","1,784.78","1,753.06","4.17M","0.10%"
"09/03/2019","1,760.94","1,762.76","1,772.86","1,751.65","4.54M","0.38%"
"09/02/2019","1,754.28","1,729.23","1,762.36","1,718.12","3.10M","1.47%"
"08/30/2019","1,728.82","1,731.85","1,737.71","1,723.17","5.28M","0.13%"
"08/29/2019","1,726.60","1,707.01","1,733.27","1,699.53","3.79M","1.00%"
"08/28/2019","1,709.43","1,701.96","1,722.16","1,689.63","3.80M","0.31%"
"08/27/2019","1,704.18","1,707.81","1,713.27","1,689.63","6.42M","-0.24%"
"08/23/2019","1,708.22","1,709.63","1,719.33","1,704.78","4.53M","0.91%"
"08/22/2019","1,692.86","1,696.50","1,704.38","1,684.58","6.46M","-0.53%"
"08/21/2019","1,701.96","1,679.94","1,701.96","1,676.12","3.44M","1.12%"
"08/20/2019","1,683.17","1,686.20","1,697.51","1,677.51","5.88M","0.11%"
"08/19/2019","1,681.35","1,674.08","1,686.80","1,669.23","4.38M","0.40%"
"08/16/2019","1,674.68","1,667.61","1,678.72","1,658.52","3.87M","0.75%"
"08/15/2019","1,662.16","1,671.45","1,677.92","1,649.03","4.90M","-0.84%"
"08/14/2019","1,676.30","1,702.56","1,709.95","1,668.42","6.68M","-1.45%"
"08/13/2019","1,700.95","1,690.24","1,704.78","1,686.49","5.19M","0.89%"
"08/12/2019","1,686.00","1,689.23","1,698.52","1,679.73","3.02M","-0.04%"
"08/09/2019","1,686.60","1,684.58","1,705.51","1,678.19","5.46M","0.14%"
"08/08/2019","1,684.18","1,674.89","1,684.18","1,658.32","4.34M","0.57%"
"08/07/2019","1,674.68","1,667.41","1,686.60","1,662.97","5.16M","0.67%"
"08/06/2019","1,663.57","1,675.29","1,679.94","1,662.76","5.14M","-0.95%"
"08/05/2019","1,679.53","1,689.63","1,701.55","1,673.25","5.60M","-1.67%"
"08/02/2019","1,708.02","1,730.84","1,739.33","1,706.80","5.36M","-1.13%"
"08/01/2019","1,727.61","1,714.08","1,739.53","1,712.26","5.25M","0.46%"
"07/31/2019","1,719.73","1,739.93","1,740.94","1,695.29","7.77M","-1.52%"
"07/30/2019","1,746.20","1,742.36","1,767.00","1,740.94","5.74M","-0.07%"
"07/29/2019","1,747.41","1,707.61","1,752.46","1,707.61","6.61M","2.62%"
"07/26/2019","1,702.76","1,691.25","1,709.23","1,683.57","5.78M","0.95%"
"07/25/2019","1,686.80","1,676.50","1,702.97","1,671.58","7.22M","0.99%"
"07/24/2019","1,670.24","1,672.06","1,718.72","1,658.52","7.02M","-0.42%"
"07/23/2019","1,677.31","1,674.89","1,686.80","1,663.98","5.10M","0.36%"
"07/22/2019","1,671.25","1,662.97","1,678.81","1,655.69","4.50M","0.50%"
"07/19/2019","1,662.97","1,670.64","1,679.13","1,655.49","3.36M","-0.21%"
"07/18/2019","1,666.40","1,666.60","1,676.79","1,661.75","3.39M","-0.65%"
"07/17/2019","1,677.31","1,682.76","1,686.62","1,669.84","4.18M","-0.26%"
"07/16/2019","1,681.75","1,663.17","1,689.03","1,661.96","5.57M","1.61%"
"07/15/2019","1,655.09","1,634.28","1,659.94","1,630.64","4.46M","0.91%"
"07/12/2019","1,640.14","1,649.63","1,652.66","1,631.25","4.41M","-0.53%"
"07/11/2019","1,648.83","1,665.59","1,674.68","1,644.18","6.26M","-0.66%"
"07/10/2019","1,659.73","1,653.47","1,662.56","1,644.58","4.55M","0.18%"
"07/09/2019","1,656.70","1,638.52","1,660.02","1,638.52","4.98M","0.75%"
"07/08/2019","1,644.38","1,646.20","1,648.22","1,636.10","6.17M","-0.53%"
"07/05/2019","1,653.07","1,653.27","1,662.36","1,644.79","4.08M","-0.15%"
"07/04/2019","1,655.49","1,654.28","1,661.75","1,652.26","2.57M","-0.13%"
"07/03/2019","1,657.71","1,641.35","1,667.61","1,633.47","6.51M","1.30%"
"07/02/2019","1,636.50","1,616.10","1,636.50","1,607.62","7.02M","1.87%"
"07/01/2019","1,606.40","1,610.85","1,618.73","1,597.51","4.81M","0.88%"
"06/28/2019","1,592.46","1,597.72","1,599.53","1,586.20","4.31M","-0.34%"
"06/27/2019","1,597.92","1,603.78","1,603.78","1,580.55","4.07M","-0.33%"
"06/26/2019","1,603.17","1,617.51","1,620.54","1,597.11","4.65M","-1.15%"
"06/25/2019","1,621.76","1,603.37","1,624.79","1,596.91","4.22M","0.79%"
"06/24/2019","1,609.03","1,593.47","1,626.57","1,587.11","4.96M","1.05%"
"06/21/2019","1,592.26","1,609.03","1,616.30","1,579.54","15.23M","-1.90%"
"06/20/2019","1,623.17","1,626.00","1,637.41","1,621.74","6.01M","0.12%"
"06/19/2019","1,621.15","1,623.57","1,624.79","1,603.17","4.56M","0.61%"
"06/18/2019","1,611.25","1,609.03","1,632.26","1,605.58","6.83M","0.43%"
"06/17/2019","1,604.38","1,600.95","1,606.40","1,590.22","4.53M","0.25%"
"06/14/2019","1,600.34","1,582.77","1,608.02","1,576.91","4.68M","0.11%"
"06/13/2019","1,598.52","1,595.70","1,612.46","1,591.05","5.07M","-0.04%"
"06/12/2019","1,599.13","1,579.13","1,603.36","1,578.32","4.20M","0.60%"
"06/11/2019","1,589.64","1,594.89","1,602.77","1,586.20","4.70M","-0.20%"
"06/10/2019","1,592.87","1,579.74","1,600.14","1,579.74","3.94M","0.75%"
"06/07/2019","1,580.95","1,552.87","1,590.44","1,552.87","6.37M","1.32%"
"06/06/2019","1,560.34","1,539.34","1,560.34","1,536.91","5.36M","1.13%"
"06/05/2019","1,542.97","1,543.58","1,546.20","1,525.60","4.44M","-0.18%"
"06/04/2019","1,545.80","1,554.49","1,564.58","1,536.71","7.57M","-1.21%"
"06/03/2019","1,564.79","1,539.74","1,565.39","1,535.50","4.24M","1.45%"
"05/31/2019","1,542.37","1,545.19","1,549.44","1,533.80","6.78M","-0.66%"
"05/30/2019","1,552.67","1,546.61","1,556.71","1,543.38","3.28M","0.09%"
"05/29/2019","1,551.25","1,554.49","1,559.60","1,540.95","4.73M","-0.71%"
"05/28/2019","1,562.36","1,586.81","1,589.64","1,562.36","15.99M","-2.23%"
"05/24/2019","1,597.92","1,593.47","1,602.77","1,586.40","4.43M","0.66%"
"05/23/2019","1,587.41","1,596.50","1,610.85","1,587.21","6.05M","0.03%"
"05/22/2019","1,587.01","1,562.57","1,587.01","1,558.65","6.72M","1.72%"
"05/21/2019","1,560.14","1,567.41","1,574.28","1,554.69","4.67M","-0.44%"
"05/20/2019","1,567.01","1,569.64","1,572.67","1,553.81","5.74M","-0.23%"
"05/17/2019","1,570.65","1,559.54","1,581.15","1,552.26","16.07M","0.32%"
"05/16/2019","1,565.60","1,541.15","1,565.60","1,532.47","4.81M","1.04%"
"05/15/2019","1,549.44","1,535.90","1,554.49","1,533.48","5.60M","1.15%"
"05/14/2019","1,531.86","1,534.49","1,553.47","1,528.83","3.56M","0.28%"
"05/13/2019","1,527.62","1,523.78","1,529.03","1,510.45","4.49M","0.69%"
"05/10/2019","1,517.11","1,536.10","1,542.97","1,513.07","4.30M","-1.07%"
"05/09/2019","1,533.48","1,535.30","1,546.61","1,526.81","4.55M","-0.41%"
"05/08/2019","1,539.74","1,530.24","1,548.22","1,521.96","4.83M","0.44%"
"05/07/2019","1,533.07","1,560.55","1,567.01","1,529.44","6.86M","-2.22%"
"05/03/2019","1,567.82","1,570.85","1,587.82","1,561.35","4.51M","0.31%"
"05/02/2019","1,562.97","1,600.95","1,600.95","1,561.35","5.14M","-0.80%"
"05/01/2019","1,575.50","1,591.05","1,614.08","1,547.42","9.91M","-0.86%"
"04/30/2019","1,589.23","1,584.79","1,598.52","1,572.97","5.61M","0.27%"
"04/29/2019","1,584.99","1,582.97","1,589.03","1,569.84","3.68M","0.50%"
"04/26/2019","1,577.11","1,579.54","1,585.19","1,568.02","4.61M","0.40%"
"04/25/2019","1,570.85","1,561.96","1,570.85","1,559.33","5.32M","0.96%"
"04/24/2019","1,555.90","1,575.70","1,581.96","1,554.69","6.61M","-1.08%"
"04/23/2019","1,572.87","1,539.34","1,575.09","1,535.50","7.52M","2.15%"
"04/18/2019","1,539.74","1,542.16","1,551.66","1,538.53","4.74M","-1.06%"
"04/17/2019","1,556.30","1,563.78","1,567.72","1,545.19","5.97M","-0.90%"
"04/16/2019","1,570.45","1,565.60","1,582.57","1,561.76","4.16M","0.31%"
"04/15/2019","1,565.60","1,561.56","1,573.27","1,553.07","5.13M","-0.08%"
"04/12/2019","1,566.81","1,579.94","1,590.85","1,555.90","7.35M","-0.92%"
"04/11/2019","1,581.35","1,594.89","1,594.89","1,575.90","5.88M","-0.76%"
"04/10/2019","1,593.47","1,595.90","1,604.38","1,591.76","4.22M","-0.29%"
"04/09/2019","1,598.12","1,601.35","1,610.24","1,596.71","4.75M","-0.38%"
"04/08/2019","1,604.18","1,602.97","1,616.61","1,600.14","4.13M","-0.36%"
"04/05/2019","1,610.04","1,606.81","1,616.30","1,602.77","5.44M","0.39%"
"04/04/2019","1,603.78","1,592.26","1,606.20","1,580.95","3.74M","0.01%"
"04/03/2019","1,603.58","1,606.00","1,610.24","1,587.21","6.39M","-0.84%"
"04/02/2019","1,617.11","1,598.93","1,625.39","1,596.50","4.94M","1.20%"
"04/01/2019","1,597.92","1,616.10","1,625.19","1,595.09","6.22M","-0.93%"
"03/29/2019","1,612.87","1,600.95","1,617.51","1,587.41","8.11M","0.43%"
"03/28/2019","1,606.00","1,581.56","1,613.07","1,581.56","7.43M","1.60%"
"03/27/2019","1,580.75","1,580.14","1,590.65","1,564.79","7.38M","0.22%"
"03/26/2019","1,577.31","1,572.26","1,586.61","1,562.77","4.70M","0.76%"
"03/25/2019","1,565.39","1,562.36","1,570.04","1,556.91","5.01M","-0.33%"
"03/22/2019","1,570.65","1,570.65","1,585.80","1,565.39","7.25M","-0.70%"
"03/21/2019","1,581.76","1,539.54","1,586.00","1,535.30","7.46M","2.72%"
"03/20/2019","1,539.94","1,520.14","1,548.02","1,518.57","5.25M","1.42%"
"03/19/2019","1,518.33","1,527.21","1,537.72","1,518.33","5.17M","-0.62%"
"03/18/2019","1,527.82","1,518.12","1,531.25","1,515.70","3.58M","0.73%"
"03/15/2019","1,516.71","1,528.43","1,534.49","1,515.90","13.20M","-0.48%"
"03/14/2019","1,523.98","1,521.56","1,529.84","1,507.62","8.32M","0.16%"
"03/13/2019","1,521.56","1,520.95","1,533.27","1,515.50","17.54M","-0.37%"
"03/12/2019","1,527.21","1,523.78","1,546.76","1,500.14","5.02M","0.13%"
"03/11/2019","1,525.19","1,531.46","1,546.61","1,521.15","4.03M","-0.16%"
"03/08/2019","1,527.62","1,526.61","1,541.56","1,520.14","3.87M","0.20%"
"03/07/2019","1,524.59","1,518.73","1,533.88","1,514.49","4.04M","0.01%"
"03/06/2019","1,524.39","1,530.65","1,539.13","1,520.04","3.61M","-0.45%"
"03/05/2019","1,531.25","1,530.45","1,534.08","1,520.14","4.41M","0.50%"
"03/04/2019","1,523.58","1,527.82","1,535.50","1,519.54","3.35M","-0.13%"
"03/01/2019","1,525.60","1,523.38","1,526.81","1,518.12","3.93M","0.87%"
"02/28/2019","1,512.47","1,517.11","1,528.63","1,511.46","7.56M","-0.24%"
"02/27/2019","1,516.10","1,527.21","1,530.65","1,506.81","5.43M","-0.74%"
"02/26/2019","1,527.42","1,541.15","1,541.15","1,515.60","5.62M","-1.45%"
"02/25/2019","1,549.84","1,552.64","1,555.90","1,536.91","3.95M","-0.12%"
"02/22/2019","1,551.66","1,537.32","1,563.17","1,530.45","5.95M","-0.12%"
"02/21/2019","1,553.48","1,566.61","1,585.60","1,547.01","4.66M","-2.29%"
"02/20/2019","1,589.84","1,580.75","1,591.25","1,567.62","5.20M","0.22%"
"02/19/2019","1,586.40","1,581.76","1,594.48","1,581.76","3.48M","-0.03%"
"02/18/2019","1,586.81","1,591.45","1,595.90","1,579.74","3.12M","-0.63%"
"02/15/2019","1,596.91","1,582.77","1,608.42","1,582.77","7.32M","0.96%"
"02/14/2019","1,581.76","1,564.38","1,593.47","1,562.57","7.03M","1.23%"
"02/13/2019","1,562.57","1,566.61","1,571.46","1,548.22","6.30M","0.01%"
"02/12/2019","1,562.36","1,566.81","1,576.10","1,558.93","6.42M","-0.21%"
"02/11/2019","1,565.60","1,582.16","1,586.81","1,557.11","7.92M","-0.95%"
"02/08/2019","1,580.55","1,564.99","1,591.86","1,558.73","5.99M","1.19%"
"02/07/2019","1,561.96","1,557.92","1,590.24","1,556.30","7.28M","-0.10%"
"02/06/2019","1,563.58","1,524.79","1,569.44","1,491.66","7.95M","1.67%"
"02/05/2019","1,537.92","1,493.68","1,537.92","1,491.46","6.68M","2.88%"
"02/04/2019","1,494.89","1,496.71","1,504.79","1,487.62","3.94M","-0.23%"
"02/01/2019","1,498.33","1,501.96","1,504.99","1,491.05","4.19M","0.42%"
"01/31/2019","1,492.06","1,490.65","1,492.67","1,472.67","8.47M","-0.24%"
"01/30/2019","1,495.70","1,477.92","1,509.33","1,477.72","5.64M","1.97%"
"01/29/2019","1,466.81","1,464.59","1,486.61","1,456.34","6.00M","1.13%"
"01/28/2019","1,450.45","1,454.49","1,464.19","1,444.19","4.31M","-0.31%"
"01/25/2019","1,454.89","1,468.83","1,480.95","1,454.89","7.74M","-1.32%"
"01/24/2019","1,474.29","1,490.85","1,494.69","1,470.85","6.04M","-1.06%"
"01/23/2019","1,490.04","1,507.42","1,519.13","1,490.04","8.43M","-1.05%"
"01/22/2019","1,505.80","1,511.86","1,516.54","1,494.79","3.69M","-0.08%"
"01/21/2019","1,507.01","1,510.25","1,518.73","1,500.75","3.20M","-0.44%"
"01/18/2019","1,513.68","1,505.40","1,519.34","1,495.09","5.12M","1.13%"
"01/17/2019","1,496.71","1,484.79","1,503.98","1,481.66","4.89M","-0.18%"
"01/16/2019","1,499.34","1,521.56","1,521.96","1,491.05","6.50M","-1.60%"
"01/15/2019","1,523.78","1,511.46","1,526.81","1,494.65","6.00M","1.19%"
"01/14/2019","1,505.80","1,525.19","1,540.35","1,499.74","4.56M","-2.26%"
"01/11/2019","1,540.55","1,552.47","1,564.59","1,531.86","7.19M","-0.70%"
"01/10/2019","1,551.46","1,531.86","1,551.46","1,530.04","5.49M","-0.07%"
"01/09/2019","1,552.47","1,545.40","1,571.86","1,542.77","6.91M","1.17%"
"01/08/2019","1,534.49","1,524.99","1,543.17","1,515.90","5.70M","0.32%"
"01/07/2019","1,529.64","1,533.48","1,536.51","1,516.10","4.84M","-0.28%"
"01/04/2019","1,533.88","1,519.74","1,535.70","1,505.60","5.85M","0.77%"
"01/03/2019","1,522.16","1,503.58","1,536.51","1,502.16","4.93M","0.44%"
"01/02/2019","1,515.50","1,485.20","1,526.20","1,478.13","4.57M","0.62%"
"12/31/2018","1,506.21","1,513.07","1,523.17","1,503.78","2.12M","-1.05%"
"12/28/2018","1,522.16","1,509.84","1,522.57","1,506.61","4.17M","2.10%"
"12/27/2018","1,490.85","1,521.96","1,530.24","1,481.56","5.33M","-1.43%"
"12/24/2018","1,512.47","1,506.61","1,521.36","1,500.14","1.99M","-1.04%"
"12/21/2018","1,528.43","1,516.31","1,532.67","1,501.36","16.68M","0.87%"
"12/20/2018","1,515.30","1,491.05","1,540.55","1,486.61","10.23M","-0.19%"
"12/19/2018","1,518.12","1,533.27","1,583.58","1,517.52","16.62M","3.78%"
"12/18/2018","1,462.77","1,482.37","1,485.40","1,462.77","6.04M","-1.32%"
"12/17/2018","1,482.37","1,493.88","1,501.56","1,475.10","8.26M","-0.84%"
"12/14/2018","1,494.89","1,482.17","1,501.56","1,477.92","5.37M","-0.15%"
"12/13/2018","1,497.11","1,494.49","1,515.70","1,487.42","4.77M","0.20%"
"12/12/2018","1,494.08","1,500.55","1,511.16","1,485.20","10.14M","-0.05%"
"12/11/2018","1,494.89","1,492.87","1,510.04","1,489.34","10.86M","0.71%"
"12/10/2018","1,484.39","1,460.55","1,490.85","1,449.98","12.71M","2.24%"
"12/07/2018","1,451.86","1,436.31","1,474.49","1,436.11","8.74M","1.37%"
"12/06/2018","1,432.27","1,468.02","1,494.47","1,422.98","9.25M","-2.80%"
"12/05/2018","1,473.48","1,510.04","1,525.80","1,471.86","13.57M","-3.45%"
"12/04/2018","1,526.20","1,523.36","1,537.52","1,514.69","12.27M","0.87%"
"12/03/2018","1,513.07","1,661.55","1,665.39","1,500.35","20.66M","-7.62%"
"11/30/2018","1,637.92","1,615.90","1,637.92","1,613.07","16.32M","1.50%"
"11/29/2018","1,613.68","1,604.79","1,623.37","1,597.31","7.55M","0.74%"
"11/28/2018","1,601.76","1,592.26","1,604.18","1,576.30","6.82M","1.39%"
"11/27/2018","1,579.74","1,582.97","1,591.66","1,563.37","6.06M","-0.66%"
"11/26/2018","1,590.24","1,597.92","1,608.02","1,578.32","5.36M","-0.48%"
"11/23/2018","1,597.92","1,580.34","1,601.35","1,574.69","3.67M","1.09%"
"11/22/2018","1,580.75","1,593.88","1,603.78","1,567.01","3.80M","-0.71%"
"11/21/2018","1,592.06","1,594.28","1,610.65","1,586.71","7.15M","-0.38%"
"11/20/2018","1,598.12","1,582.97","1,605.60","1,582.36","6.46M","0.87%"
"11/19/2018","1,584.38","1,575.29","1,599.33","1,574.28","6.68M","0.42%"
"11/16/2018","1,577.72","1,577.52","1,605.39","1,558.12","5.72M","-0.04%"
"11/15/2018","1,578.32","1,558.32","1,595.09","1,551.86","7.52M","0.71%"
"11/14/2018","1,567.21","1,590.04","1,590.04","1,564.92","5.96M","-1.76%"
"11/13/2018","1,595.29","1,595.90","1,606.00","1,588.42","8.41M","0.41%"
"11/12/2018","1,588.83","1,597.92","1,606.81","1,582.57","4.45M","0.17%"
"11/09/2018","1,586.20","1,574.08","1,590.44","1,568.83","4.83M","0.65%"
"11/08/2018","1,575.90","1,539.54","1,581.96","1,538.12","9.53M","1.88%"
"11/07/2018","1,546.81","1,516.91","1,548.43","1,516.91","4.62M","1.93%"
"11/06/2018","1,517.52","1,528.02","1,531.86","1,512.47","4.09M","-0.32%"
"11/05/2018","1,522.37","1,495.50","1,527.62","1,492.87","5.43M","1.84%"
"11/02/2018","1,494.89","1,539.34","1,539.34","1,474.69","7.52M","-2.13%"
"11/01/2018","1,527.42","1,518.12","1,547.21","1,515.70","9.36M","0.07%"
"10/31/2018","1,526.41","1,559.54","1,613.88","1,512.06","11.09M","-1.72%"
"10/30/2018","1,553.07","1,548.43","1,555.90","1,530.65","6.33M","0.42%"
"10/29/2018","1,546.61","1,529.44","1,556.30","1,527.82","7.73M","1.44%"
"10/26/2018","1,524.59","1,537.32","1,542.57","1,512.27","7.20M","-1.49%"
"10/25/2018","1,547.62","1,542.37","1,553.88","1,513.46","8.08M","-1.31%"
"10/24/2018","1,568.22","1,563.58","1,577.92","1,551.66","6.80M","0.60%"
"10/23/2018","1,558.93","1,542.97","1,572.06","1,542.37","8.57M","0.23%"
"10/22/2018","1,555.29","1,574.69","1,579.74","1,555.29","6.39M","-1.14%"
"10/19/2018","1,573.27","1,538.53","1,574.08","1,531.25","8.82M","3.11%"
"10/18/2018","1,525.80","1,511.86","1,544.99","1,509.64","5.76M","1.08%"
"10/17/2018","1,509.44","1,511.46","1,514.89","1,501.15","4.99M","0.57%"
"10/16/2018","1,500.95","1,482.17","1,502.16","1,477.72","6.39M","1.53%"
"10/15/2018","1,478.33","1,442.98","1,481.56","1,442.98","6.57M","2.39%"
"10/12/2018","1,443.78","1,469.64","1,476.51","1,443.78","8.38M","-1.53%"
"10/11/2018","1,466.21","1,488.23","1,497.92","1,463.78","9.73M","-2.16%"
"10/10/2018","1,498.53","1,499.34","1,515.09","1,495.09","4.80M","-0.17%"
"10/09/2018","1,501.15","1,502.77","1,504.81","1,480.68","4.57M","-0.07%"
"10/08/2018","1,502.16","1,521.76","1,526.41","1,499.54","4.42M","-1.34%"
"10/05/2018","1,522.57","1,548.43","1,549.23","1,522.57","3.93M","-1.50%"
"10/04/2018","1,545.80","1,568.83","1,573.07","1,539.13","5.47M","-1.53%"
"10/03/2018","1,569.84","1,561.15","1,574.28","1,555.90","4.20M","1.01%"
"10/02/2018","1,554.08","1,539.34","1,557.11","1,536.10","3.51M","0.43%"
